patientId;holterMac;flexMac;;;;;;;;;;;;;;;;;;;;
stairsup;CA:F3:0B:1E:33:78;D3:4A:5C:52:80:78;;;;;;;;;;;;;;;;;;;;
receivedTimeStamp;timeStamp;red;ir;green;adxl_accX;adxl_accY;adxl_accZ;lsm_accelX;lsm_accelY;lsm_accelZ;lsm_gyroX;lsm_gyroY;lsm_gyroZ;ecg;flex_lsm_accelX;flex_lsm_accelY;flex_lsm_accelZ;flex_lsm_gyroX;flex_lsm_gyroY;flex_lsm_gyroZ;flex_cmd;flexTimeStamp
308.0;212.5;;;;;;;;;;;;;;;;;;;;17;0.1
308.0;212.5;;;;;;;;;;;;;;;;;17.437513;-3.1090732;1.1406293;;127.4
308.0;212.5;;;;;;;;;;;;;;0.705771;0.1727958;-0.5137486;;;;;127.4
308.0;212.5;;;;;;;;;;;;;;;;;-6.130406;-19.703512;-8.915219;;127.4
308.0;212.5;;;;;;;;;;;;;;0.7536241;0.21973327;-0.51185644;;;;;127.4
308.0;212.5;;;;;;;;;;;;;;;;;-72.84768;-85.573906;-66.08402;;137.1
308.0;212.5;;;;;;;;;;;;;;0.75685906;0.22431104;-0.5399945;;;;;137.1
308.0;212.5;;;;;;;;;;;;;;;;;-123.924225;-124.988556;-122.074036;;137.1
308.0;212.5;;;;;;;;;;;;;;0.7614368;0.2329783;-0.5236366;;;;;137.1
502.0;220.3;;;;;;;;;;;;;;;;;-101.10019;-124.988556;-98.715935;;146.7
502.0;220.3;;;;;;;;;;;;;;0.74385816;0.21369061;-0.5258339;;;;;146.7
502.0;220.3;;;;;;;;;;;;;;;;;-100.97049;-124.988556;-83.010345;;146.7
502.0;220.3;;;;;;;;;;;;;;0.7045503;0.19031343;-0.50178534;;;;;146.7
502.0;220.3;;;;;;;;;;;;;;;;;-123.26426;-106.532486;-85.9859;;156.4
502.0;220.3;;;;;;;;;;;;;;0.6697592;0.16638692;-0.49092075;;;;;156.4
502.0;220.3;;;;;;;;;;;;;;;;;-124.988556;-42.69921;-65.41643;;156.4
502.0;220.3;;;;;;;;;;;;;;0.6494339;0.135197;-0.47309792;;;;;156.4
502.0;220.3;;;;;;;;;;;;;;;;;-124.988556;-38.10236;-62.253944;;166.0
502.0;220.3;;;;;;;;;;;;;;0.62410355;0.11206397;-0.45643482;;;;;166.0
502.0;220.3;;;;;;;;;;;;;;;;;-124.988556;-37.869656;-60.6975;;166.0
502.0;220.3;;;;;;;;;;;;;;0.618305;0.08832057;-0.42896816;;;;;166.0
502.0;272.8;;;;;;;;;;;;;;;;;-124.988556;-38.258766;-58.0958;;175.6
502.0;272.8;;;;;;;;;;;;;;0.60072637;0.059755243;-0.40473646;;;;;175.6
502.0;272.8;;;;;;;;;;;;;;;;;-124.988556;-38.827175;-55.677204;;175.6
502.0;272.8;;;;;;;;;;;;;;0.5710623;0.030823695;-0.39387187;;;;;175.6
502.0;272.8;;;;;;;;;;;;;;;;;-124.988556;-38.510544;-53.24717;;185.2
502.0;272.8;;;;;;;;;;;;;;0.5462203;0.009765923;-0.35950804;;;;;185.2
502.0;272.8;;;;;;;;;;;;;;;;;-124.988556;-39.151432;-50.073242;;185.2
502.0;272.8;;;;;;;;;;;;;;0.5117954;-0.007141331;-0.33967102;;;;;185.2
502.0;272.8;;;;;;;;;;;;;;;;;-124.988556;-39.36506;-47.803432;;194.6
502.0;272.8;;;;;;;;;;;;;;0.47212133;-0.03540147;-0.2969451;;;;;194.6
502.0;272.8;;;;;;;;;;;;;;;;;-124.988556;-39.89532;-45.976135;;194.6
502.0;272.8;;;;;;;;;;;;;;0.44386122;-0.046143986;-0.24115726;;;;;194.6
504.0;280.2;;;;;;;;;;;;;;;;;-124.988556;-41.745506;-43.809322;;204.3
504.0;280.2;;;;;;;;;;;;;;0.43208104;-0.06323435;-0.19690542;;;;;204.3
504.0;280.2;;;;;;;;;;;;;;;;;-124.988556;-42.245247;-42.39021;;204.3
504.0;280.2;;;;;;;;;;;;;;0.3963744;-0.09424116;-0.14819789;;;;;204.3
504.0;280.2;;;;;;;;;;;;;;;;;-124.988556;-43.153175;-41.447952;;213.9
504.0;280.2;;;;;;;;;;;;;;0.384167;-0.098818935;-0.096499525;;;;;213.9
504.0;280.2;;;;;;;;;;;;;;;;;-124.988556;-44.942318;-40.39506;;213.9
504.0;280.2;;;;;;;;;;;;;;0.3723258;-0.09936827;-0.061891537;;;;;213.9
504.0;280.2;;;;;;;;;;;;;;;;;-124.988556;-46.72384;-39.838097;;223.6
504.0;280.2;;;;;;;;;;;;;;0.36347544;-0.09027375;-0.034058657;;;;;223.6
504.0;280.2;;;;;;;;;;;;;;;;;-124.988556;-48.589283;-39.456615;;223.6
504.0;280.2;;;;;;;;;;;;;;0.3588977;-0.083254494;-0.01861629;;;;;223.6
504.0;333.1;;;;;;;;;;;;;;;;;-124.988556;-51.084167;-39.5558;;233.3
504.0;333.1;;;;;;;;;;;;;;0.36164433;-0.0949736;-0.0074465163;;;;;233.3
504.0;333.1;;;;;;;;;;;;;;;;;-124.988556;-53.68206;-39.35743;;233.3
