patientId;holterMac;flexMac;;;;;;;;;;;;;;;;;;;;
;CA:F3:0B:1E:33:78;D3:4A:5C:52:80:78;;;;;;;;;;;;;;;;;;;;
receivedTimeStamp;timeStamp;red;ir;green;adxl_accX;adxl_accY;adxl_accZ;lsm_accelX;lsm_accelY;lsm_accelZ;lsm_gyroX;lsm_gyroY;lsm_gyroZ;ecg;flex_lsm_accelX;flex_lsm_accelY;flex_lsm_accelZ;flex_lsm_gyroX;flex_lsm_gyroY;flex_lsm_gyroZ;flex_cmd;flexTimeStamp
288.0;219.0;;;;;;;;;;;;;;;;;;;;17;0.1
288.0;219.0;;;;;;;;;;;;;;;;;13.832514;1.4877774;0.3852962;;127.6
288.0;219.0;;;;;;;;;;;;;;1.0633259;0.10119938;-0.012390515;;;;;127.6
288.0;219.0;;;;;;;;;;;;;;;;;-4.280221;-15.86581;-8.159886;;127.6
288.0;219.0;;;;;;;;;;;;;;1.1234474;0.13721122;-0.029847102;;;;;127.6
288.0;219.0;;;;;;;;;;;;;;;;;-58.313244;-84.00983;-66.839355;;137.3
288.0;219.0;;;;;;;;;;;;;;1.1498764;0.15106662;-0.087710194;;;;;137.3
288.0;219.0;;;;;;;;;;;;;;;;;-120.70451;-124.988556;-122.36396;;137.3
288.0;219.0;;;;;;;;;;;;;;1.155858;0.15417951;-0.12610248;;;;;137.3
350.0;219.8;;;;;;;;;;;;;;;;;-38.285473;-123.74111;-101.13452;;147.0
350.0;219.8;;;;;;;;;;;;;;1.1495101;0.164861;-0.15503404;;;;;147.0
350.0;219.8;;;;;;;;;;;;;;;;;53.781246;-117.0423;-88.534195;;147.0
350.0;219.8;;;;;;;;;;;;;;1.1339457;0.1953795;-0.1662038;;;;;147.0
350.0;219.8;;;;;;;;;;;;;;;;;53.609577;-75.014496;-91.64708;;156.5
350.0;219.8;;;;;;;;;;;;;;1.1176488;0.21948913;-0.15478988;;;;;156.5
350.0;219.8;;;;;;;;;;;;;;;;;41.703545;24.952696;-68.834496;;156.5
350.0;219.8;;;;;;;;;;;;;;1.0997651;0.2238838;-0.13458663;;;;;156.5
350.0;219.8;;;;;;;;;;;;;;;;;31.662952;36.530655;-62.768944;;166.2
350.0;219.8;;;;;;;;;;;;;;1.0795007;0.21320231;-0.107974485;;;;;166.2
350.0;219.8;;;;;;;;;;;;;;;;;24.552141;38.800472;-59.430984;;166.2
350.0;219.8;;;;;;;;;;;;;;1.0481887;0.19940794;-0.071413316;;;;;166.2
350.0;279.4;;;;;;;;;;;;;;;;;19.295328;36.996063;-55.604725;;175.8
350.0;279.4;;;;;;;;;;;;;;1.025544;0.17731254;-0.054322947;;;;;175.8
350.0;279.4;;;;;;;;;;;;;;;;;15.205847;33.658104;-52.632984;;175.8
350.0;279.4;;;;;;;;;;;;;;1.0098575;0.14441359;-0.05627613;;;;;175.8
350.0;279.4;;;;;;;;;;;;;;;;;11.532182;31.62099;-50.31739;;185.5
350.0;279.4;;;;;;;;;;;;;;0.9895322;0.11792352;-0.059327982;;;;;185.5
350.0;279.4;;;;;;;;;;;;;;;;;6.4394054;31.277657;-47.894985;;185.5
350.0;279.4;;;;;;;;;;;;;;0.9665212;0.103152566;-0.053773616;;;;;185.5
350.0;279.4;;;;;;;;;;;;;;;;;0.48066652;30.659657;-46.151615;;195.2
350.0;279.4;;;;;;;;;;;;;;0.9483322;0.08984649;-0.053712577;;;;;195.2
350.0;279.4;;;;;;;;;;;;;;;;;-4.547258;30.411694;-44.259468;;195.2
350.0;279.4;;;;;;;;;;;;;;0.9320963;0.08154546;-0.04956206;;;;;195.2
413.0;280.6;;;;;;;;;;;;;;;;;-8.571886;30.011139;-41.5891;;204.7
413.0;280.6;;;;;;;;;;;;;;0.9129917;0.067201756;-0.044984285;;;;;204.7
413.0;280.6;;;;;;;;;;;;;;;;;-11.341441;28.942991;-39.391766;;204.7
413.0;280.6;;;;;;;;;;;;;;0.8897977;0.048463393;-0.041016877;;;;;204.7
413.0;280.6;;;;;;;;;;;;;;;;;-12.936033;28.03125;-38.89966;;214.4
413.0;280.6;;;;;;;;;;;;;;0.87203586;0.06201361;-0.029663991;;;;;214.4
413.0;280.6;;;;;;;;;;;;;;;;;-13.401441;25.776695;-38.510544;;214.4
413.0;280.6;;;;;;;;;;;;;;0.852504;0.07245094;-0.023438215;;;;;214.4
413.0;280.6;;;;;;;;;;;;;;;;;-13.744773;22.686697;-36.42384;;224.1
413.0;280.6;;;;;;;;;;;;;;0.844203;0.06482132;-0.021851253;;;;;224.1
413.0;280.6;;;;;;;;;;;;;;;;;-13.523515;20.165104;-34.985657;;224.1
413.0;280.6;;;;;;;;;;;;;;0.85152745;0.057618946;-0.023926511;;;;;224.1
413.0;339.5;;;;;;;;;;;;;;;;;-12.646107;18.669699;-34.44395;;233.7
413.0;339.5;;;;;;;;;;;;;;0.8514664;0.06408887;-0.018189032;;;;;233.7
413.0;339.5;;;;;;;;;;;;;;;;;-11.970885;16.99881;-34.119694;;233.7
413.0;339.5;;;;;;;;;;;;;;0.8545183;0.07495346;-0.016663106;;;;;233.7
413.0;339.5;;;;;;;;;;;;;;;;;-11.032442;16.006958;-33.18125;;243.4
413.0;339.5;;;;;;;;;;;;;;0.8562273;0.08642842;-0.0113528855;;;;;243.4
413.0;339.5;;;;;;;;;;;;;;;;;-10.059664;15.270699;-32.284767;;243.4
413.0;339.5;;;;;;;;;;;;;;0.8551897;0.095156714;-0.003357036;;;;;243.4
413.0;339.5;;;;;;;;;;;;;;;;;-9.384442;14.324625;-31.727806;;252.9
413.0;339.5;;;;;;;;;;;;;;0.8527482;0.11066011;0.003357036;;;;;252.9
413.0;339.5;;;;;;;;;;;;;;;;;-9.014404;13.473923;-30.934324;;252.9
413.0;339.5;;;;;;;;;;;;;;0.85207677;0.12878811;0.011780145;;;;;252.9
472.0;340.3;;;;;;;;;;;;;;;;;-8.358257;12.276071;-29.766993;;262.6
472.0;340.3;;;;;;;;;;;;;;0.85067296;0.14929655;0.02417066;;;;;262.6
472.0;340.3;;;;;;;;;;;;;;;;;-8.808405;9.796441;-28.702658;;262.6
472.0;340.3;;;;;;;;;;;;;;0.8578753;0.16687521;0.02294992;;;;;262.6
472.0;340.3;;;;;;;;;;;;;;;;;-9.716331;8.175146;-27.26829;;272.2
472.0;340.3;;;;;;;;;;;;;;0.872158;0.17828913;0.01556444;;;;;272.2
472.0;340.3;;;;;;;;;;;;;;;;;-10.235145;7.9233685;-26.165808;;272.2
472.0;340.3;;;;;;;;;;;;;;0.8791772;0.18744469;0.014404736;;;;;272.2
472.0;340.3;;;;;;;;;;;;;;;;;-10.853146;8.163702;-25.097658;;281.9
472.0;340.3;;;;;;;;;;;;;;0.8830836;0.19330424;0.017273476;;;;;281.9
472.0;340.3;;;;;;;;;;;;;;;;;-11.37196;8.388776;-23.907438;;281.9
472.0;340.3;;;;;;;;;;;;;;0.88912624;0.1981872;0.020386364;;;;;281.9
472.0;399.9;;;;;;;;;;;;;;;;;-11.2537;8.468886;-22.656178;;291.6
472.0;399.9;;;;;;;;;;;;;;0.8955352;0.1942198;0.021179846;;;;;291.6
472.0;399.9;;;;;;;;;;;;;;;;;-11.318552;9.144109;-21.71392;;291.6
472.0;399.9;;;;;;;;;;;;;;0.90017396;0.18524735;0.016541032;;;;;291.6
472.0;399.9;;;;;;;;;;;;;;;;;-10.532701;10.170293;-21.00055;;301.1
472.0;399.9;;;;;;;;;;;;;;0.90102845;0.18097477;0.027466659;;;;;301.1
472.0;399.9;;;;;;;;;;;;;;;;;-10.315256;10.902738;-20.210882;;301.1
472.0;399.9;;;;;;;;;;;;;;0.903531;0.16589862;0.026673177;;;;;301.1
472.0;399.9;;;;;;;;;;;;;;;;;-10.292367;12.49733;-19.173254;;310.8
472.0;399.9;;;;;;;;;;;;;;0.9094516;0.14441359;0.03009125;;;;;310.8
472.0;399.9;;;;;;;;;;;;;;;;;-10.914183;14.515367;-17.929625;;310.8
472.0;399.9;;;;;;;;;;;;;;0.9164098;0.12262337;0.03930784;;;;;310.8
532.0;401.1;;;;;;;;;;;;;;;;;-11.654256;16.716515;-17.193365;;320.4
532.0;401.1;;;;;;;;;;;;;;0.91811883;0.10113834;0.041932434;;;;;320.4
532.0;401.1;;;;;;;;;;;;;;;;;-11.726737;19.005402;-16.701256;;320.4
532.0;401.1;;;;;;;;;;;;;;0.91293067;0.08270516;0.04809717;;;;;320.4
532.0;401.1;;;;;;;;;;;;;;;;;-10.822627;20.428328;-16.388441;;330.0
532.0;401.1;;;;;;;;;;;;;;0.9063997;0.07074191;0.05182043;;;;;330.0
532.0;401.1;;;;;;;;;;;;;;;;;-9.632405;20.817438;-16.289255;;330.0
532.0;401.1;;;;;;;;;;;;;;0.9010895;0.06317332;0.050111394;;;;;330.0
532.0;401.1;;;;;;;;;;;;;;;;;-7.866146;21.263771;-15.850552;;339.7
532.0;401.1;;;;;;;;;;;;;;0.89944154;0.06579791;0.051515244;;;;;339.7
532.0;401.1;;;;;;;;;;;;;;;;;-4.7837768;21.938993;-15.079958;;339.7
532.0;401.1;;;;;;;;;;;;;;0.89407027;0.061952576;0.044068728;;;;;339.7
532.0;460.1;;;;;;;;;;;;;;;;;0.3929258;22.82403;-14.370403;;349.4
532.0;460.1;;;;;;;;;;;;;;0.89168984;0.06878872;0.038209174;;;;;349.4
532.0;460.1;;;;;;;;;;;;;;;;;5.493332;23.167364;-13.397626;;349.4
532.0;460.1;;;;;;;;;;;;;;0.895352;0.07757805;0.017700735;;;;;349.4
532.0;460.1;;;;;;;;;;;;;;;;;11.413922;24.754326;-12.535478;;359.1
532.0;460.1;;;;;;;;;;;;;;0.89077425;0.09747612;0.013000885;;;;;359.1
532.0;460.1;;;;;;;;;;;;;;;;;17.792292;25.990326;-11.490219;;359.1
532.0;460.1;;;;;;;;;;;;;;0.8906522;0.13031404;0.020996734;;;;;359.1
532.0;460.1;;;;;;;;;;;;;;;;;23.518326;26.070436;-10.036775;;368.5
532.0;460.1;;;;;;;;;;;;;;0.8896756;0.15796381;0.02496414;;;;;368.5
532.0;460.1;;;;;;;;;;;;;;;;;28.904844;25.643177;-8.327739;;368.5
532.0;460.1;;;;;;;;;;;;;;0.8905301;0.18182927;0.027771844;;;;;368.5
589.0;461.0;;;;;;;;;;;;;;;;;32.97525;24.922176;-6.897183;;378.2
589.0;461.0;;;;;;;;;;;;;;0.89327675;0.2066103;0.02191229;;;;;378.2
589.0;461.0;;;;;;;;;;;;;;;;;36.1301;24.929806;-5.607776;;378.2
589.0;461.0;;;;;;;;;;;;;;0.8995026;0.2224189;0.01574755;;;;;378.2
589.0;461.0;;;;;;;;;;;;;;;;;39.185764;25.227362;-4.844814;;387.9
589.0;461.0;;;;;;;;;;;;;;0.90017396;0.24268319;0.01574755;;;;;387.9
589.0;461.0;;;;;;;;;;;;;;;;;40.719322;25.101473;-4.20774;;387.9
589.0;461.0;;;;;;;;;;;;;;0.8954741;0.26239815;0.009704886;;;;;387.9
589.0;461.0;;;;;;;;;;;;;;;;;42.38258;24.128696;-3.8300729;;397.5
589.0;461.0;;;;;;;;;;;;;;0.89187294;0.27729118;0.0145268105;;;;;397.5
589.0;461.0;;;;;;;;;;;;;;;;;42.878506;22.461622;-3.3761103;;397.5
589.0;461.0;;;;;;;;;;;;;;0.8918119;0.28907132;0.006408887;;;;;397.5
589.0;520.3;;;;;;;;;;;;;;;;;43.477432;20.817438;-2.7314067;;407.2
589.0;520.3;;;;;;;;;;;;;;0.8896145;0.29627368;0.009033479;;;;;407.2
589.0;520.3;;;;;;;;;;;;;;;;;43.889435;18.841366;-2.231666;;407.2
589.0;520.3;;;;;;;;;;;;;;0.88570815;0.30573443;0.011780145;;;;;407.2
589.0;520.3;;;;;;;;;;;;;;;;;44.141212;16.891996;-1.842555;;416.8
589.0;520.3;;;;;;;;;;;;;;0.88698995;0.31391338;0.018066958;;;;;416.8
589.0;520.3;;;;;;;;;;;;;;;;;44.03821;15.377514;-1.4076662;;416.8
589.0;520.3;;;;;;;;;;;;;;0.8858913;0.321543;0.02764977;;;;;416.8
589.0;520.3;;;;;;;;;;;;;;;;;44.19462;14.046144;-0.8087405;;426.5
589.0;520.3;;;;;;;;;;;;;;0.88338876;0.3299051;0.03936888;;;;;426.5
589.0;520.3;;;;;;;;;;;;;;;;;44.53795;12.760551;-0.3357036;;426.5
589.0;520.3;;;;;;;;;;;;;;0.8818018;0.34223455;0.051698357;;;;;426.5
651.0;521.1;;;;;;;;;;;;;;;;;44.75921;13820;0.35096285;;436.1
651.0;521.1;;;;;;;;;;;;;;0.88485366;0.3317362;0.059144873;;;;;436.1
651.0;521.1;;;;;;;;;;;;;;;;;46.41865;9.792626;2.7886288;;436.1
