patientId;holterMac;flexMac;;;;;;;;;;;;;;;;;;;;
;CA:F3:0B:1E:33:78;D3:4A:5C:52:80:78;;;;;;;;;;;;;;;;;;;;
receivedTimeStamp;timeStamp;red;ir;green;adxl_accX;adxl_accY;adxl_accZ;lsm_accelX;lsm_accelY;lsm_accelZ;lsm_gyroX;lsm_gyroY;lsm_gyroZ;ecg;flex_lsm_accelX;flex_lsm_accelY;flex_lsm_accelZ;flex_lsm_gyroX;flex_lsm_gyroY;flex_lsm_gyroZ;flex_cmd;flexTimeStamp
296.0;216.0;;;;;;;;;;;;;;;;;;;;17;0.1
296.0;216.0;;;;;;;;;;;;;;;;;13.683737;1.4992218;0.9575182;;127.6
296.0;216.0;;;;;;;;;;;;;;0.6124455;0.35859248;-0.036439102;;;;;127.6
296.0;216.0;;;;;;;;;;;;;;;;;-5.9854426;-17.429884;-6.5080724;;127.6
296.0;216.0;;;;;;;;;;;;;;0.6374706;0.36335337;-0.044740137;;;;;127.6
296.0;216.0;;;;;;;;;;;;;;;;;-65.290535;-84.94446;-60.274055;;137.2
296.0;216.0;;;;;;;;;;;;;;0.6403394;0.35425887;-0.05389569;;;;;137.2
296.0;216.0;;;;;;;;;;;;;;;;;-122.49748;-124.988556;-119.350266;;137.2
296.0;216.0;;;;;;;;;;;;;;0.63795894;0.34644613;-0.060304575;;;;;137.2
358.0;216.8;;;;;;;;;;;;;;;;;-65.218056;-124.988556;-72.96976;;146.9
358.0;216.8;;;;;;;;;;;;;;0.6384472;0.33887753;-0.0656148;;;;;146.9
358.0;216.8;;;;;;;;;;;;;;;;;-6.126591;-124.988556;-16.891996;;146.9
358.0;216.8;;;;;;;;;;;;;;0.6374706;0.33039337;-0.07330546;;;;;146.9
358.0;216.8;;;;;;;;;;;;;;;;;-8.29722;-101.29856;-2.929777;;156.5
358.0;216.8;;;;;;;;;;;;;;0.63106173;0.32227546;-0.07574694;;;;;156.5
358.0;216.8;;;;;;;;;;;;;;;;;-9.968108;-22.282326;25.757622;;156.5
358.0;216.8;;;;;;;;;;;;;;0.6240425;0.3154393;-0.077455975;;;;;156.5
358.0;216.8;;;;;;;;;;;;;;;;;-4.1505175;-14.706107;30.152287;;166.1
358.0;216.8;;;;;;;;;;;;;;0.6164739;0.30738243;-0.07806635;;;;;166.1
358.0;216.8;;;;;;;;;;;;;;;;;2.3804438;-13.950773;32.506027;;166.1
358.0;216.8;;;;;;;;;;;;;;0.6099429;0.30036318;-0.08209479;;;;;166.1
358.0;291.6;;;;;;;;;;;;;;;;;8.9991455;-13.164922;35.176395;;175.7
358.0;291.6;;;;;;;;;;;;;;0.6078066;0.2921842;-0.094058044;;;;;175.7
358.0;291.6;;;;;;;;;;;;;;;;;15.736107;-12.398144;37.163914;;175.7
358.0;291.6;;;;;;;;;;;;;;0.6103091;0.28351694;-0.105533004;;;;;175.7
358.0;291.6;;;;;;;;;;;;;;;;;22.492142;-10.925627;38.964508;;185.3
358.0;291.6;;;;;;;;;;;;;;0.61793876;0.27710807;-0.118655965;;;;;185.3
358.0;291.6;;;;;;;;;;;;;;;;;28.832361;-9.117405;40.833767;;185.3
358.0;291.6;;;;;;;;;;;;;;0.6244087;0.2751549;-0.122562334;;;;;185.3
358.0;291.6;;;;;;;;;;;;;;;;;34.34095;-7.694479;42.21473;;195.0
358.0;291.6;;;;;;;;;;;;;;0.63399154;0.28382215;-0.12640767;;;;;195.0
358.0;291.6;;;;;;;;;;;;;;;;;38.357952;-6.4127016;43.912323;;195.0
358.0;291.6;;;;;;;;;;;;;;0.6458327;0.2920011;-0.124332406;;;;;195.0
420.0;292.4;;;;;;;;;;;;;;;;;41.64632;-5.4017763;45.19028;;204.5
420.0;292.4;;;;;;;;;;;;;;0.65724665;0.3035371;-0.118655965;;;;;204.5
420.0;292.4;;;;;;;;;;;;;;;;;43.6491;-4.6464434;45.556503;;204.5
420.0;292.4;;;;;;;;;;;;;;0.66750085;0.33161414;-0.104373306;;;;;204.5
420.0;292.4;;;;;;;;;;;;;;;;;43.56136;-5.0813317;46.468246;;214.2
420.0;292.4;;;;;;;;;;;;;;0.67445904;0.36378065;-0.08862575;;;;;214.2
420.0;292.4;;;;;;;;;;;;;;;;;42.16895;-6.183813;47.62032;;214.2
420.0;292.4;;;;;;;;;;;;;;0.6848354;0.38550982;-0.08740501;;;;;214.2
420.0;292.4;;;;;;;;;;;;;;;;;39.937283;-6.5271463;48.17347;;223.8
420.0;292.4;;;;;;;;;;;;;;0.69722587;0.42066714;-0.08716086;;;;;223.8
420.0;292.4;;;;;;;;;;;;;;;;;36.847286;-6.2295904;48.95932;;223.8
420.0;292.4;;;;;;;;;;;;;;0.7013764;0.44807276;-0.08209479;;;;;223.8
420.0;336.3;;;;;;;;;;;;;;;;;33.776363;-5.4857025;49.249245;;233.4
420.0;336.3;;;;;;;;;;;;;;0.70943326;0.48200935;-0.07477035;;;;;233.4
420.0;336.3;;;;;;;;;;;;;;;;;30.81225;-4.234443;49.893948;;233.4
420.0;336.3;;;;;;;;;;;;;;0.7109592;0.50904876;-0.07251198;;;;;233.4
420.0;336.3;;;;;;;;;;;;;;;;;29.545732;-2.9145176;50.073242;;243.0
420.0;336.3;;;;;;;;;;;;;;0.70546585;0.5274209;-0.070314646;;;;;243.0
420.0;336.3;;;;;;;;;;;;;;;;;29.560991;-2.7886288;49.039433;;243.0
420.0;336.3;;;;;;;;;;;;;;0.70186466;0.5531785;-0.079348125;;;;;243.0
420.0;336.3;;;;;;;;;;;;;;;;;30.095064;-2.704703;48.98221;;252.6
420.0;336.3;;;;;;;;;;;;;;0.69649345;0.5722831;-0.09552293;;;;;252.6
420.0;336.3;;;;;;;;;;;;;;;;;31.025879;-2.5292215;49.104282;;252.6
420.0;336.3;;;;;;;;;;;;;;0.689169;0.5849177;-0.10870693;;;;;252.6
479.0;337.1;;;;;;;;;;;;;;;;;31.891842;-2.4529252;49.01273;;262.2
479.0;337.1;;;;;;;;;;;;;;0.6817835;0.60188603;-0.11651967;;;;;262.2
479.0;337.1;;;;;;;;;;;;;;;;;31.73162;-2.9183326;49.756615;;262.2
479.0;337.1;;;;;;;;;;;;;;0.6715903;0.6198309;-0.1114536;;;;;262.2
479.0;337.1;;;;;;;;;;;;;;;;;29.656363;-4.3107395;51.236763;;271.9
479.0;337.1;;;;;;;;;;;;;;0.6610919;0.6159856;-0.112125;;;;;271.9
479.0;337.1;;;;;;;;;;;;;;;;;28.191473;-6.778924;51.87765;;271.9
479.0;337.1;;;;;;;;;;;;;;0.6504105;0.5993225;-0.111087374;;;;;271.9
479.0;337.1;;;;;;;;;;;;;;;;;25.894955;-9.132664;51.339764;;281.6
479.0;337.1;;;;;;;;;;;;;;0.64674824;0.6054872;-0.102725305;;;;;281.6
479.0;337.1;;;;;;;;;;;;;;;;;22.419659;-11.650441;51.633503;;281.6
479.0;337.1;;;;;;;;;;;;;;0.6429029;0.5889462;-0.09857479;;;;;281.6
479.0;411.6;;;;;;;;;;;;;;;;;19.676807;-14.118626;52.1218;;291.1
479.0;411.6;;;;;;;;;;;;;;0.64259773;0.56337166;-0.0933256;;;;;291.1
479.0;411.6;;;;;;;;;;;;;;;;;18.333994;-16.63259;52.365948;;291.1
479.0;411.6;;;;;;;;;;;;;;0.638081;0.5393231;-0.09503464;;;;;291.1
479.0;411.6;;;;;;;;;;;;;;;;;18.139439;-19.821772;52.06458;;300.8
