patientId;holterMac;flexMac;;;;;;;;;;;;;;;;;;;;
stairsup;CA:F3:0B:1E:33:78;D3:4A:5C:52:80:78;;;;;;;;;;;;;;;;;;;;
receivedTimeStamp;timeStamp;red;ir;green;adxl_accX;adxl_accY;adxl_accZ;lsm_accelX;lsm_accelY;lsm_accelZ;lsm_gyroX;lsm_gyroY;lsm_gyroZ;ecg;flex_lsm_accelX;flex_lsm_accelY;flex_lsm_accelZ;flex_lsm_gyroX;flex_lsm_gyroY;flex_lsm_gyroZ;flex_cmd;flexTimeStamp
292.0;219.0;;;;;;;;;;;;;;;;;;;;17;0.1
292.0;219.0;;;;;;;;;;;;;;;;;13.729514;0.51499987;1.22837;;127.7
292.0;219.0;;;;;;;;;;;;;;0.8959624;0.117862485;-0.48615986;;;;;127.7
292.0;219.0;;;;;;;;;;;;;;;;;-5.359813;-16.804255;-6.065554;;127.7
292.0;219.0;;;;;;;;;;;;;;0.93313396;0.123661004;-0.51350445;;;;;127.7
292.0;219.0;;;;;;;;;;;;;;;;;-64.867096;-84.410385;-59.41191;;137.3
292.0;219.0;;;;;;;;;;;;;;0.93795586;0.1225013;-0.52589494;;;;;137.3
292.0;219.0;;;;;;;;;;;;;;;;;-122.47078;-124.988556;-118.44997;;137.3
292.0;219.0;;;;;;;;;;;;;;0.9438154;0.119449444;-0.53944516;;;;;137.3
352.0;219.9;;;;;;;;;;;;;;;;;-58.70617;-124.652855;-68.20886;;147.0
352.0;219.9;;;;;;;;;;;;;;0.9568163;0.11548204;-0.54237497;;;;;147.0
352.0;219.9;;;;;;;;;;;;;;;;;7.457961;-123.775444;-5.8175907;;147.0
352.0;219.9;;;;;;;;;;;;;;0.97402877;0.10742515;-0.5416425;;;;;147.0
352.0;219.9;;;;;;;;;;;;;;;;;2.746666;-92.50923;9.414961;;156.7
352.0;219.9;;;;;;;;;;;;;;0.9881283;0.1032136;-0.5313883;;;;;156.7
352.0;219.9;;;;;;;;;;;;;;;;;-4.6617026;0.8507035;37.8811;;156.7
352.0;219.9;;;;;;;;;;;;;;1.0137029;0.100283824;-0.5287637;;;;;156.7
352.0;219.9;;;;;;;;;;;;;;;;;-5.8709984;8.682516;40.849026;;166.3
