patientId;holterMac;flexMac;;;;;;;;;;;;;;;;;;;;
;CA:F3:0B:1E:33:78;D3:4A:5C:52:80:78;;;;;;;;;;;;;;;;;;;;
receivedTimeStamp;timeStamp;red;ir;green;adxl_accX;adxl_accY;adxl_accZ;lsm_accelX;lsm_accelY;lsm_accelZ;lsm_gyroX;lsm_gyroY;lsm_gyroZ;ecg;flex_lsm_accelX;flex_lsm_accelY;flex_lsm_accelZ;flex_lsm_gyroX;flex_lsm_gyroY;flex_lsm_gyroZ;flex_cmd;flexTimeStamp
402.0;338.8;;;;;;;;;;;;;;;;;;;;17;0.1
402.0;338.8;;;;;;;;;;;;;;;;;joulu.17;0.8735923;1.1825923;;127.6
402.0;338.8;;;;;;;;;;;;;;-0.84987944;-0.16547136;-0.25342572;;;;;127.6
402.0;338.8;;;;;;;;;;;;;;;;;-5.115665;-17.765587;-7.023072;;127.6
402.0;338.8;;;;;;;;;;;;;;-0.8763085;-0.17432173;-0.26532793;;;;;127.6
402.0;338.8;;;;;;;;;;;;;;;;;-64.23765;-84.58586;-60.67461;;137.3
402.0;338.8;;;;;;;;;;;;;;-0.873867;-0.18066958;-0.2679525;;;;;137.3
402.0;338.8;;;;;;;;;;;;;;;;;-122.38685;-124.988556;-119.39223;;137.3
402.0;338.8;;;;;;;;;;;;;;-0.8674581;-0.19074069;-0.26367992;;;;;137.3
405.0;346.3;;;;;;;;;;;;;;;;;-59.850613;-124.94278;-72.88202;;147.0
405.0;346.3;;;;;;;;;;;;;;-0.85860777;-0.1948912;-0.26190984;;;;;147.0
405.0;346.3;;;;;;;;;;;;;;;;;5.1347394;-124.988556;-17.864773;;147.0
405.0;346.3;;;;;;;;;;;;;;-0.85067296;-0.20093387;-0.25995666;;;;;147.0
405.0;346.3;;;;;;;;;;;;;;;;;0.9117405;-99.52849;-6.431776;;156.6
405.0;346.3;;;;;;;;;;;;;;-0.8400525;-0.20923491;-0.26349682;;;;;156.6
405.0;346.3;;;;;;;;;;;;;;;;;-5.3750725;-15.327921;19.882809;;156.6
405.0;346.3;;;;;;;;;;;;;;-0.82790613;-0.21503341;-0.26374096;;;;;156.6
405.0;346.3;;;;;;;;;;;;;;;;;-4.4976654;-8.10648;22.247993;;166.1
405.0;346.3;;;;;;;;;;;;;;-0.8143559;-0.22107609;-0.26227608;;;;;166.1
405.0;346.3;;;;;;;;;;;;;;;;;-2.643666;-7.5991087;22.701956;;166.1
405.0;346.3;;;;;;;;;;;;;;-0.7966552;-0.22125919;-0.26093325;;;;;166.1
405.0;347.2;;;;;;;;;;;;;;;;;-1.0223701;-6.912442;23.644215;;175.8
405.0;347.2;;;;;;;;;;;;;;-0.7827998;-0.21619312;-0.26343578;;;;;175.8
405.0;347.2;;;;;;;;;;;;;;;;;0.28992584;-6.14948;24.25077;;175.8
405.0;347.2;;;;;;;;;;;;;;-0.7691885;-0.2156438;-0.25959045;;;;;175.8
405.0;347.2;;;;;;;;;;;;;;;;;1.2054812;-5.7222204;24.716179;;185.4
405.0;347.2;;;;;;;;;;;;;;-0.7514878;-0.21210364;-0.25043488;;;;;185.4
405.0;347.2;;;;;;;;;;;;;;;;;1.4229255;-5.733665;25.276955;;185.4
405.0;347.2;;;;;;;;;;;;;;-0.74257636;-0.20825832;-0.24744408;;;;;185.4
405.0;347.2;;;;;;;;;;;;;;;;;0.96514785;-6.0197763;25.395214;;195.1
405.0;347.2;;;;;;;;;;;;;;-0.73824275;-0.2019715;-0.25189978;;;;;195.1
405.0;347.2;;;;;;;;;;;;;;;;;0.57222205;-6.164739;25.540176;;195.1
405.0;347.2;;;;;;;;;;;;;;-0.7417829;-0.2024598;-0.25299844;;;;;195.1
458.0;348.0;;;;;;;;;;;;;;;;;0.13733329;-6.488998;25.673697;;204.7
458.0;348.0;;;;;;;;;;;;;;-0.7509384;-0.20557268;-0.25592822;;;;;204.7
458.0;348.0;;;;;;;;;;;;;;;;;-0.049592577;-6.851405;25.8034;;204.7
458.0;348.0;;;;;;;;;;;;;;-0.77303386;-0.20831935;-0.2664266;;;;;204.7
458.0;348.0;;;;;;;;;;;;;;;;;-0.07629627;-6.611072;25.982697;;214.4
458.0;348.0;;;;;;;;;;;;;;-0.7999512;-0.22266304;-0.27661976;;;;;214.4
458.0;348.0;;;;;;;;;;;;;;;;;0.15640736;-6.5652943;26.535845;;214.4
458.0;348.0;;;;;;;;;;;;;;-0.8340098;-0.23419905;-0.2822962;;;;;214.4
458.0;348.0;;;;;;;;;;;;;;;;;0.6027406;-6.8094425;27.04703;;224.1
458.0;348.0;;;;;;;;;;;;;;-0.8682516;-0.24933623;-0.28675193;;;;;224.1
458.0;348.0;;;;;;;;;;;;;;;;;1.3504441;-7.4083686;27.638325;;224.1
458.0;348.0;;;;;;;;;;;;;;-0.90121156;-0.26306954;-0.29505295;;;;;224.1
458.0;399.5;;;;;;;;;;;;;;;;;2.6551104;-8.369701;28.286842;;233.7
458.0;399.5;;;;;;;;;;;;;;-0.9187902;-0.27784052;-0.2938322;;;;;233.7
458.0;399.5;;;;;;;;;;;;;;;;;4.016999;-9.281442;28.916288;;233.7
458.0;399.5;;;;;;;;;;;;;;-0.9328288;-0.28894925;-0.29096347;;;;;233.7
458.0;399.5;;;;;;;;;;;;;;;;;5.0889616;-9.994812;29.759363;;243.4
458.0;399.5;;;;;;;;;;;;;;-0.93728447;-0.2993866;-0.28235725;;;;;243.4
458.0;399.5;;;;;;;;;;;;;;;;;5.9053316;-10.570848;30.697805;;243.4
458.0;399.5;;;;;;;;;;;;;;-0.94106877;-0.30018005;-0.28168583;;;;;243.4
458.0;399.5;;;;;;;;;;;;;;;;;6.6415906;-10.826442;31.632435;;252.9
458.0;399.5;;;;;;;;;;;;;;-0.94027525;-0.30365917;-0.27875605;;;;;252.9
458.0;399.5;;;;;;;;;;;;;;;;;7.248146;-11.001924;32.59377;;252.9
458.0;399.5;;;;;;;;;;;;;;-0.9446089;-0.3020722;-0.27655873;;;;;252.9
521.0;400.3;;;;;;;;;;;;;;;;;7.461776;-10.876034;33.368176;;262.6
521.0;400.3;;;;;;;;;;;;;;-0.9490646;-0.2993866;-0.27497178;;;;;262.6
521.0;400.3;;;;;;;;;;;;;;;;;7.3587756;-10.784478;34.00525;;262.6
521.0;400.3;;;;;;;;;;;;;;-0.95199436;-0.3023774;-0.2807703;;;;;262.6
521.0;400.3;;;;;;;;;;;;;;;;;7.3015537;-10.471663;34.619434;;272.3
521.0;400.3;;;;;;;;;;;;;;-0.9627369;-0.30439162;-0.27997681;;;;;272.3
521.0;400.3;;;;;;;;;;;;;;;;;6.939146;-10.490738;34.844505;;272.3
521.0;400.3;;;;;;;;;;;;;;-0.9710379;-0.31055635;-0.2865688;;;;;272.3
521.0;400.3;;;;;;;;;;;;;;;;;6.538591;-10.536515;35.05432;;282.0
521.0;400.3;;;;;;;;;;;;;;-0.9785455;-0.31189916;-0.29029205;;;;;282.0
521.0;400.3;;;;;;;;;;;;;;;;;6.5805535;-10.731071;35.309914;;282.0
521.0;400.3;;;;;;;;;;;;;;-0.98080385;-0.31348613;-0.29834896;;;;;282.0
521.0;459.4;;;;;;;;;;;;;;;;;6.714072;-11.066774;35.466324;;291.6
521.0;459.4;;;;;;;;;;;;;;-0.98690754;-0.31330302;-0.3005463;;;;;291.6
521.0;459.4;;;;;;;;;;;;;;;;;6.591998;-11.635181;35.763878;;291.6
