patientId;holterMac;flexMac
;CA:F3:0B:1E:33:78;D3:4A:5C:52:80:78
receivedTimeStamp;timeStamp;red;ir;green;adxl_accX;adxl_accY;adxl_accZ;lsm_accelX;lsm_accelY;lsm_accelZ;lsm_gyroX;lsm_gyroY;lsm_gyroZ;ecg;flex_lsm_accelX;flex_lsm_accelY;flex_lsm_accelZ;flex_lsm_gyroX;flex_lsm_gyroY;flex_lsm_gyroZ;flex_cmd;flexTimeStamp;
3153.0;3031.2;;;;;;;;;;;;;;;;;-13.981292;-43.77499;83.1019;;2970.6;
3153.0;3031.2;;;;;;;;;;;;;;0.69569993;-0.051698357;-0.018494217;;;;;2970.6;
3153.0;3035.6;;;;-0.43248373;1.1483613;-0.013328554;;;;;;;;;;;;;;;;
3153.0;3035.6;;;;-0.42760473;1.1480066;-0.018695833;;;;;;;;;;;;;;;;
3153.0;3035.6;;;;-0.42338568;1.1470414;-0.023841862;;;;;;;;;;;;;;;;
3153.0;3035.6;;;;-0.41987997;1.1438714;-0.029853825;;;;;;;;;;;;;;;;
3153.0;3035.6;;;;-0.41437155;1.1414376;-0.035091404;;;;;;;;;;;;;;;;
3156.0;3038.7;;;;;;;;;;;;;;;;;-8.472701;-28.710287;91.006195;;2980.2;
3156.0;3038.7;;;;;;;;;;;;;;0.5591601;-0.11035493;0.053163245;;;;;2980.2;
3156.0;3038.7;;;;;;;;;;;;;;;;;1.6479995;-20.119328;102.210304;;2980.2;
3156.0;3038.7;;;;;;;;;;;;;;0.4850612;-0.20783105;0.097170934;;;;;2980.2;
3156.0;3038.7;;;;;;;;;;;;;;;;;5.714591;-17.18955;105.811485;;2989.9;
3156.0;3038.7;;;;;;;;;;;;;;0.5508591;-0.24585712;0.034485918;;;;;2989.9;
3156.0;3038.7;;;;;;;;;;;;;;;;;6.5195165;-10.025331;105.78097;;2989.9;
3156.0;3038.7;;;;;;;;;;;;;;0.67934203;-0.19611195;-0.024231697;;;;;2989.9;
3156.0;3038.7;;;;;;;;;;;;;;;;;15.259254;-1.1291848;109.90478;;2999.6;
3156.0;3038.7;;;;;;;;;;;;;;0.76796776;-0.120975375;0.02929777;;;;;2999.6;
3156.0;3038.7;;;;;;;;;;;;;;;;;27.867214;-2.1172216;111.01108;;2999.6;
3156.0;3038.7;;;;;;;;;;;;;;0.88033694;-0.03112888;0.04388562;;;;;2999.6;
3156.0;3038.5;;;;;;;;;;-26.276438;34.531693;88.98815;;;;;;;;;;
3156.0;3038.5;;;;;;;0.1767632;-1.4110538;0.10229804;;;;;;;;;;;;;
3156.0;3038.5;;;;;;;;;;-25.658436;35.18021;92.91742;;;;;;;;;;
3156.0;3038.5;;;;;;;0.18115787;-1.4224067;0.10998871;;;;;;;;;;;;;
3156.0;3041.1;262143;262143;12236;;;;;;;;;;;;;;;;;;;
3156.0;3045.5;;;;-0.4094773;1.1386415;-0.041030888;;;;;;;;;;;;;;;;
3156.0;3045.5;;;;-0.4049645;1.1342698;-0.04674149;;;;;;;;;;;;;;;;
3156.0;3045.5;;;;-0.40112692;1.1343843;-0.0503769;;;;;;;;;;;;;;;;
3156.0;3045.5;;;;-0.39908224;1.1349832;-0.054580696;;;;;;;;;;;;;;;;
3156.0;3045.5;;;;-0.39529425;1.1364328;-0.05800248;;;;;;;;;;;;;;;;
3161.0;3046.6;;;;;;;;;;;;;2483;;;;;;;;;
3161.0;3046.6;;;;;;;;;;;;;-16787;;;;;;;;;
3161.0;3046.6;;;;;;;;;;;;;-38936;;;;;;;;;
3161.0;3046.6;;;;;;;;;;;;;-41078;;;;;;;;;
3161.0;3046.6;;;;;;;;;;;;;-19285;;;;;;;;;
3161.0;3047.9;;;;;;;;;;-24.70092;34.924618;96.915344;;;;;;;;;;
3161.0;3047.9;;;;;;;0.18451491;-1.4308298;0.11670278;;;;;;;;;;;;;
3161.0;3047.9;;;;;;;;;;-23.644215;34.810173;100.573746;;;;;;;;;;
3161.0;3047.9;;;;;;;0.19330424;-1.4399854;0.120548114;;;;;;;;;;;;;
3161.0;3055.6;;;;-0.39165884;1.1361314;-0.062221535;;;;;;;;;;;;;;;;
3161.0;3055.6;;;;-0.38748938;1.1357805;-0.06534196;;;;;;;;;;;;;;;;
3161.0;3055.6;;;;-0.38262564;1.1335145;-0.068084724;;;;;;;;;;;;;;;;
3161.0;3055.6;;;;-0.3762284;1.1333467;-0.070781715;;;;;;;;;;;;;;;;
3161.0;3055.6;;;;-0.36916736;1.1324006;-0.072868355;;;;;;;;;;;;;;;;
3161.0;3057.5;;;;;;;;;;-22.652363;34.90173;103.8583;;;;;;;;;;
3161.0;3057.5;;;;;;;0.19977416;-1.4338816;0.124881744;;;;;;;;;;;;;
3161.0;3057.5;;;;;;;;;;-21.580402;34.60799;106.49815;;;;;;;;;;
3161.0;3057.5;;;;;;;0.2059389;-1.4087344;0.1297647;;;;;;;;;;;;;
3161.0;3061.1;262143;262143;12237;;;;;;;;;;;;;;;;;;;
3161.0;3065.4;;;;-0.3613434;1.1309739;-0.075134285;;;;;;;;;;;;;;;;
3161.0;3065.4;;;;-0.35270312;1.1288606;-0.0762291;;;;;;;;;;;;;;;;
3161.0;3065.4;;;;-0.34330752;1.1264688;-0.078456886;;;;;;;;;;;;;;;;
3161.0;3065.4;;;;-0.33363345;1.122902;-0.07873917;;;;;;;;;;;;;;;;
3161.0;3065.4;;;;-0.32320789;1.1211282;-0.0790062;;;;;;;;;;;;;;;;
3162.0;3066.7;;;;;;;;;;-20.401623;34.627064;108.79086;;;;;;;;;;
3162.0;3066.7;;;;;;;0.21063875;-1.3658254;0.13385418;;;;;;;;;;;;;
3162.0;3066.7;;;;;;;;;;-19.230476;34.699543;111.00726;;;;;;;;;;
3162.0;3066.7;;;;;;;0.21692556;-1.3176671;0.13599049;;;;;;;;;;;;;
3162.0;3075.1;;;;-0.31413653;1.1175996;-0.079479225;;;;;;;;;;;;;;;;
3162.0;3075.1;;;;-0.3053055;1.1145517;-0.07938004;;;;;;;;;;;;;;;;
3162.0;3075.1;;;;-0.29644015;1.111992;-0.07905579;;;;;;;;;;;;;;;;
3162.0;3075.1;;;;-0.28745273;1.1100999;-0.077831276;;;;;;;;;;;;;;;;
3162.0;3075.1;;;;-0.27902988;1.107361;-0.07642747;;;;;;;;;;;;;;;;
3162.0;3076.1;;;;;;;;;;-18.238625;34.981842;112.86126;;;;;;;;;;
3162.0;3076.1;;;;;;;0.229194;-1.2742698;0.13550219;;;;;;;;;;;;;
3162.0;3076.1;;;;;;;;;;-17.342142;35.81347;114.07056;;;;;;;;;;
3162.0;3076.1;;;;;;;0.23847163;-1.2291025;0.13605152;;;;;;;;;;;;;
3162.0;3080.8;262143;262143;12226;;;;;;;;;;;;;;;;;;;
3162.0;3085.2;;;;-0.27175525;1.1024743;-0.076068886;;;;;;;;;;;;;;;;
3162.0;3085.2;;;;-0.2643738;1.0974847;-0.07540131;;;;;;;;;;;;;;;;
3162.0;3085.2;;;;-0.25726703;1.0933458;-0.07398606;;;;;;;;;;;;;;;;
3162.0;3085.2;;;;-0.25024417;1.0900422;-0.07275391;;;;;;;;;;;;;;;;
3162.0;3085.2;;;;-0.24382785;1.085457;-0.07252122;;;;;;;;;;;;;;;;
3162.0;3085.7;;;;;;;;;;-16.41133;35.485397;114.00952;;;;;;;;;;
3162.0;3085.7;;;;;;;0.23108615;-1.1836299;0.13440351;;;;;;;;;;;;;
3162.0;3085.7;;;;;;;;;;-15.308847;34.287544;113.39915;;;;;;;;;;
3162.0;3085.7;;;;;;;0.21826838;-1.140965;0.13312174;;;;;;;;;;;;;
3178.0;3086.4;;;;;;;;;;;;;5350;;;;;;;;;
3178.0;3086.4;;;;;;;;;;;;;13315;;;;;;;;;
3178.0;3086.4;;;;;;;;;;;;;7978;;;;;;;;;
3178.0;3086.4;;;;;;;;;;;;;4029;;;;;;;;;
3178.0;3086.4;;;;;;;;;;;;;5419;;;;;;;;;
3178.0;3091.2;;;;;;;;;;;;;;;;;38.026066;-7.4655905;113.39915;;3009.2;
3178.0;3091.2;;;;;;;;;;;;;;1.0076602;-0.039002657;-0.02661214;;;;;3009.2;
3178.0;3091.2;;;;;;;;;;;;;;;;;43.16462;-6.199072;113.742485;;3009.2;
3178.0;3091.2;;;;;;;;;;;;;;1.0937834;-0.08911405;-0.06305124;;;;;3009.2;
3178.0;3091.2;;;;;;;;;;;;;;;;;48.23069;-3.604999;112.136444;;3018.7;
3178.0;3091.2;;;;;;;;;;;;;;1.1313212;-0.13013093;-0.05816828;;;;;3018.7;
3178.0;3091.2;;;;;;;;;;;;;;;;;53.155613;-4.093295;109.469894;;3018.7;
3178.0;3091.2;;;;;;;;;;;;;;1.1795404;-0.15741447;-0.097598195;;;;;3018.7;
3178.0;3091.2;;;;;;;;;;;;;;;;;58.286537;-3.566851;107.081825;;3028.2;
3178.0;3091.2;;;;;;;;;;;;;;1.2041383;-0.17871639;-0.1389813;;;;;3028.2;
3178.0;3091.2;;;;;;;;;;;;;;;;;63.623466;-4.013184;104.53352;;3028.2;
3178.0;3091.2;;;;;;;;;;;;;;1.2148198;-0.20435195;-0.19415876;;;;;3028.2;
3214.0;3092.1;;;;;;;;;;;;;;;;;67.65572;-5.6764426;100.61189;;3037.8;
3214.0;3092.1;;;;;;;;;;;;;;1.2091434;-0.1843318;-0.26575518;;;;;3037.8;
3214.0;3092.1;;;;;;;;;;;;;;;;;70.26124;-6.382183;97.25486;;3037.8;
3214.0;3092.1;;;;;;;;;;;;;;1.1798456;-0.16223639;-0.3344218;;;;;3037.8;
3214.0;3092.1;;;;;;;;;;;;;;;;;72.43187;-5.3178506;93.1692;;3047.5;
3214.0;3092.1;;;;;;;;;;;;;;1.1332133;-0.096926786;-0.37763605;;;;;3047.5;
3214.0;3092.1;;;;;;;;;;;;;;;;;74.87717;-4.325999;89.491714;;3047.5;
3214.0;3092.1;;;;;;;;;;;;;;1.093112;-0.032105472;-0.3871578;;;;;3047.5;
3214.0;3092.1;;;;;;;;;;;;;;;;;77.494125;-5.5810723;90.52934;;3057.1;
3214.0;3092.1;;;;;;;;;;;;;;1.0610676;-0.046998505;-0.41016877;;;;;3057.1;
3214.0;3092.1;;;;;;;;;;;;;;;;;79.10779;-7.084109;89.70915;;3057.1;
3214.0;3092.1;;;;;;;;;;;;;;1.0155339;-1.8311106E-4;-0.44593647;;;;;3057.1;
3214.0;3095.1;;;;-0.23809054;1.0811158;-0.07186509;;;;;;;;;;;;;;;;
3214.0;3095.1;;;;-0.2324982;1.0760537;-0.07178498;;;;;;;;;;;;;;;;
3214.0;3095.1;;;;-0.22760776;1.0717202;-0.07190705;;;;;;;;;;;;;;;;
3214.0;3095.1;;;;-0.22221377;1.0673829;-0.07106019;;;;;;;;;;;;;;;;
3214.0;3095.1;;;;-0.21810916;1.0621339;-0.07110215;;;;;;;;;;;;;;;;
3214.0;3095.1;;;;;;;;;;-14.416181;32.84936;113.22367;;;;;;;;;;
3214.0;3095.1;;;;;;;0.20563371;-1.1076999;0.13043611;;;;;;;;;;;;;
3214.0;3095.1;;;;;;;;;;-13.428144;30.850397;113.258;;;;;;;;;;
3214.0;3095.1;;;;;;;0.20001832;-1.07004;0.12854396;;;;;;;;;;;;;
3214.0;3100.7;262143;262143;12236;;;;;;;;;;;;;;;;;;;
3274.0;3104.6;;;;;;;;;;-12.668996;28.389843;112.88415;;;;;;;;;;
3274.0;3104.6;;;;;;;0.18475905;-1.0377514;0.12359996;;;;;;;;;;;;;
3274.0;3104.6;;;;;;;;;;-12.035737;25.585955;112.01056;;;;;;;;;;
3274.0;3104.6;;;;;;;0.18109684;-1.0078433;0.120670184;;;;;;;;;;;;;
3274.0;3105.1;;;;-0.21457294;1.0563241;-0.07033921;;;;;;;;;;;;;;;;
3274.0;3105.1;;;;-0.21138385;1.0501672;-0.07057572;;;;;;;;;;;;;;;;
3274.0;3105.1;;;;-0.20753482;1.0433236;-0.070041664;;;;;;;;;;;;;;;;
3274.0;3105.1;;;;-0.20269778;1.0371324;-0.06995774;;;;;;;;;;;;;;;;
3274.0;3105.1;;;;-0.19874194;1.0308152;-0.07018662;;;;;;;;;;;;;;;;
3274.0;3114.1;;;;;;;;;;-11.490219;22.534103;110.83178;;;;;;;;;;
3274.0;3114.1;;;;;;;0.16101566;-0.9936827;0.11914426;;;;;;;;;;;;;
3274.0;3114.1;;;;;;;;;;-10.818812;18.047884;109.98107;;;;;;;;;;
3274.0;3114.1;;;;;;;0.15710929;-0.9792169;0.11468856;;;;;;;;;;;;;
3274.0;3115.1;;;;-0.19499591;1.0248681;-0.068889625;;;;;;;;;;;;;;;;
3274.0;3115.1;;;;-0.1916199;1.0195543;-0.06847764;;;;;;;;;;;;;;;;
3274.0;3115.1;;;;-0.1869507;1.0150338;-0.06860734;;;;;;;;;;;;;;;;
3274.0;3115.1;;;;-0.18376924;1.008938;-0.06824494;;;;;;;;;;;;;;;;
3274.0;3115.1;;;;-0.1821747;1.0015489;-0.06818391;;;;;;;;;;;;;;;;
3274.0;3120.8;262143;262143;12238;;;;;;;;;;;;;;;;;;;
3274.0;3123.7;;;;;;;;;;-10.200811;13.882107;108.77942;;;;;;;;;;
3274.0;3123.7;;;;;;;0.14050722;-0.97647023;0.119876705;;;;;;;;;;;;;
3274.0;3123.7;;;;;;;;;;-9.529405;7.0955534;107.83334;;;;;;;;;;
3274.0;3123.7;;;;;;;0.123111665;-0.9774468;0.11413923;;;;;;;;;;;;;
3333.0;3125.0;;;;-0.17881776;0.9952165;-0.06752015;;;;;;;;;;;;;;;;
3333.0;3125.0;;;;-0.17644502;0.98897564;-0.06740571;;;;;;;;;;;;;;;;
3333.0;3125.0;;;;-0.17373277;0.9819299;-0.067241676;;;;;;;;;;;;;;;;
3333.0;3125.0;;;;-0.17323686;0.97408307;-0.06742097;;;;;;;;;;;;;;;;
3333.0;3125.0;;;;-0.17308427;0.9641229;-0.066673286;;;;;;;;;;;;;;;;
3333.0;3126.2;;;;;;;;;;;;;5914;;;;;;;;;
3333.0;3126.2;;;;;;;;;;;;;4635;;;;;;;;;
3333.0;3126.2;;;;;;;;;;;;;4524;;;;;;;;;
3333.0;3126.2;;;;;;;;;;;;;4988;;;;;;;;;
3333.0;3126.2;;;;;;;;;;;;;5205;;;;;;;;;
3333.0;3133.2;;;;;;;;;;-9.3081455;0.9804071;106.933044;;;;;;;;;;
3333.0;3133.2;;;;;;;0.1309244;-0.99826044;0.11035493;;;;;;;;;;;;;
3333.0;3133.2;;;;;;;;;;-9.479813;-1.3542589;106.24256;;;;;;;;;;
3333.0;3133.2;;;;;;;0.15210426;-1.0151677;0.107852414;;;;;;;;;;;;;
3333.0;3135.1;;;;-0.17234422;0.9555322;-0.066314705;;;;;;;;;;;;;;;;
3333.0;3135.1;;;;-0.16842271;0.95053875;-0.06638337;;;;;;;;;;;;;;;;
3333.0;3135.1;;;;-0.1657715;0.9438745;-0.06649018;;;;;;;;;;;;;;;;
3333.0;3135.1;;;;-0.16430666;0.9365541;-0.06529618;;;;;;;;;;;;;;;;
3333.0;3135.1;;;;-0.16363145;0.9276315;-0.06510926;;;;;;;;;;;;;;;;
3333.0;3140.9;262143;262143;12234;;;;;;;;;;;;;;;;;;;
3333.0;3142.8;;;;;;;;;;-9.159368;-6.389813;105.35753;;;;;;;;;;
3333.0;3142.8;;;;;;;0.14160588;-1.0295115;0.10711997;;;;;;;;;;;;;
3333.0;3142.8;;;;;;;;;;-9.132664;-10.608997;104.81963;;;;;;;;;;
3333.0;3142.8;;;;;;;0.16577655;-1.0492874;0.10541093;;;;;;;;;;;;;
3336.0;3145.2;;;;-0.1634636;0.9216386;-0.06371308;;;;;;;;;;;;;;;;
3336.0;3145.2;;;;-0.16263582;0.9150468;-0.06298829;;;;;;;;;;;;;;;;
3336.0;3145.2;;;;-0.16209795;0.90740216;-0.062400825;;;;;;;;;;;;;;;;
3336.0;3145.2;;;;-0.15929796;0.902382;-0.060810097;;;;;;;;;;;;;;;;
3336.0;3145.2;;;;-0.15967561;0.89600384;-0.061401375;;;;;;;;;;;;;;;;
3336.0;3151.3;;;;;;;;;;;;;;;;;79.8326;-6.65685;85.88672;;3066.8;
3336.0;3151.3;;;;;;;;;;;;;;0.9642018;0.09424116;-0.43586534;;;;;3066.8;
3336.0;3151.3;;;;;;;;;;;;;;;;;77.35298;-8.384961;85.81042;;3066.8;
3336.0;3151.3;;;;;;;;;;;;;;0.9276406;0.102725305;-0.428663;;;;;3066.8;
3336.0;3151.3;;;;;;;;;;;;;;;;;76.66631;-13.496811;90.57512;;3076.4;
3336.0;3151.3;;;;;;;;;;;;;;0.87051;0.09631642;-0.44611958;;;;;3076.4;
3336.0;3151.3;;;;;;;;;;;;;;;;;75.28153;-13.782922;88.6906;;3076.4;
3336.0;3151.3;;;;;;;;;;;;;;0.8409681;0.08929716;-0.42799157;;;;;3076.4;
3336.0;3151.3;;;;;;;;;;;;;;;;;77.67342;-15.095218;93.47438;;3086.0;
3336.0;3151.3;;;;;;;;;;;;;;0.7858516;-0.0012817774;-0.41328165;;;;;3086.0;
3336.0;3151.3;;;;;;;;;;;;;;;;;79.92416;-13.954588;92.32612;;3086.0;
3336.0;3151.3;;;;;;;;;;;;;;0.7338481;-0.009338664;-0.39033175;;;;;3086.0;
3337.0;3152.1;;;;;;;;;;;;;;;;;82.30842;-14.767144;91.406746;;3095.6;
3337.0;3152.1;;;;;;;;;;;;;;0.71102023;0.0010376293;-0.40205085;;;;;3095.6;
3337.0;3152.1;;;;;;;;;;;;;;;;;81.68279;-13.294626;91.528824;;3095.6;
3337.0;3152.1;;;;;;;;;;;;;;0.69093907;0.023071993;-0.3859981;;;;;3095.6;
3337.0;3152.1;;;;;;;;;;;;;;;;;78.43638;-11.505478;92.6313;;3105.3;
3337.0;3152.1;;;;;;;;;;;;;;0.68312633;0.019348735;-0.3599353;;;;;3105.3;
3337.0;3152.1;;;;;;;;;;;;;;;;;79.11542;-11.455885;93.3256;;3105.3;
3337.0;3152.1;;;;;;;;;;;;;;0.67311627;0.0380871;-0.3319193;;;;;3105.3;
3337.0;3152.1;;;;;;;;;;;;;;;;;77.37587;-11.478774;92.09723;;3114.9;
3337.0;3152.1;;;;;;;;;;;;;;0.67030853;0.03424177;-0.29902035;;;;;3114.9;
3337.0;3152.1;;;;;;;;;;;;;;;;;82.52205;-16.59444;97.628716;;3114.9;
3337.0;3152.1;;;;;;;;;;;;;;0.68007445;-0.06921598;-0.29706717;;;;;3114.9;
3337.0;3152.2;;;;;;;;;;-9.109776;-12.844478;103.59126;;;;;;;;;;
3337.0;3152.2;;;;;;;0.15741447;-1.0614948;0.11206397;;;;;;;;;;;;;
3337.0;3152.2;;;;;;;;;;-8.575701;-18.532366;102.07678;;;;;;;;;;
3337.0;3152.2;;;;;;;0.14667195;-1.0788903;0.106387526;;;;;;;;;;;;;
3337.0;3155.0;;;;-0.1626816;0.8873292;-0.06159211;;;;;;;;;;;;;;;;
3337.0;3155.0;;;;-0.16488649;0.87703335;-0.061180122;;;;;;;;;;;;;;;;
3337.0;3155.0;;;;-0.17011262;0.86773694;-0.060920723;;;;;;;;;;;;;;;;
3337.0;3155.0;;;;-0.17136385;0.86094296;-0.060573585;;;;;;;;;;;;;;;;
3337.0;3155.0;;;;-0.17305376;0.854828;-0.060775764;;;;;;;;;;;;;;;;
3337.0;3160.9;262143;262143;12245;;;;;;;;;;;;;;;;;;;
3339.0;3161.8;;;;;;;;;;-8.117924;-21.813105;101.56941;;;;;;;;;;
3339.0;3161.8;;;;;;;0.15735343;-1.0835901;0.112735376;;;;;;;;;;;;;
3339.0;3161.8;;;;;;;;;;-7.587664;-24.445328;101.016266;;;;;;;;;;
3339.0;3161.8;;;;;;;0.18341625;-1.0836512;0.11346782;;;;;;;;;;;;;
3339.0;3165.1;;;;-0.17256929;0.8494836;-0.059616096;;;;;;;;;;;;;;;;
3339.0;3165.1;;;;-0.1732216;0.84497845;-0.05879212;;;;;;;;;;;;;;;;
3339.0;3165.1;;;;-0.17474748;0.8403474;-0.059055336;;;;;;;;;;;;;;;;
3339.0;3165.1;;;;-0.17871477;0.83828366;-0.057788856;;;;;;;;;;;;;;;;
3339.0;3165.1;;;;-0.18108751;0.8359643;-0.05768586;;;;;;;;;;;;;;;;
3339.0;3166.4;;;;;;;;;;;;;5105;;;;;;;;;
3339.0;3166.4;;;;;;;;;;;;;4532;;;;;;;;;
3339.0;3166.4;;;;;;;;;;;;;3757;;;;;;;;;
3339.0;3166.4;;;;;;;;;;;;;2842;;;;;;;;;
3339.0;3166.4;;;;;;;;;;;;;1804;;;;;;;;;
3339.0;3171.3;;;;;;;;;;-7.065035;-27.15766;99.703964;;;;;;;;;;
3339.0;3171.3;;;;;;;0.19116795;-1.076632;0.1175573;;;;;;;;;;;;;
3339.0;3171.3;;;;;;;;;;-6.698813;-29.29777;98.09794;;;;;;;;;;
3339.0;3171.3;;;;;;;0.20715964;-1.0756553;0.11926634;;;;;;;;;;;;;
3339.0;3175.1;;;;-0.18273546;0.8332101;-0.05520249;;;;;;;;;;;;;;;;
3339.0;3175.1;;;;-0.18651964;0.83210003;-0.053550728;;;;;;;;;;;;;;;;
3339.0;3175.1;;;;-0.188324;0.83101285;-0.0523758;;;;;;;;;;;;;;;;
3339.0;3175.1;;;;-0.19107822;0.8299943;-0.05244065;;;;;;;;;;;;;;;;
3339.0;3175.1;;;;-0.19199756;0.83000576;-0.04913331;;;;;;;;;;;;;;;;
3339.0;3180.8;;;;;;;;;;-6.2791834;-29.656363;96.3126;;;;;;;;;;
3339.0;3180.8;;;;;;;0.21893978;-1.0679036;0.12286752;;;;;;;;;;;;;
3339.0;3180.8;;;;;;;;;;-5.752739;-30.301064;94.18394;;;;;;;;;;
3339.0;3180.8;;;;;;;0.22681357;-1.0643635;0.12799463;;;;;;;;;;;;;
3397.0;3180.9;262143;262143;12239;;;;;;;;;;;;;;;;;;;
3397.0;3185.1;;;;-0.1932526;0.83136;-0.047237404;;;;;;;;;;;;;;;;
3397.0;3185.1;;;;-0.19079211;0.8337213;-0.04540253;;;;;;;;;;;;;;;;
3397.0;3185.1;;;;-0.18985751;0.83869946;-0.04401398;;;;;;;;;;;;;;;;
3397.0;3185.1;;;;-0.18908313;0.8435899;-0.042991642;;;;;;;;;;;;;;;;
3397.0;3185.1;;;;-0.18810275;0.8492509;-0.04207993;;;;;;;;;;;;;;;;
3397.0;3190.4;;;;;;;;;;-5.1347394;-31.151768;91.971344;;;;;;;;;;
3397.0;3190.4;;;;;;;0.22479934;-1.06357;0.133549;;;;;;;;;;;;;
3397.0;3190.4;;;;;;;;;;-4.3717766;-32.0101;90.16693;;;;;;;;;;
3397.0;3190.4;;;;;;;0.22943816;-1.0672323;0.13794367;;;;;;;;;;;;;
3397.0;3195.2;;;;-0.18882754;0.8559381;-0.042354587;;;;;;;;;;;;;;;;
3397.0;3195.2;;;;-0.18749239;0.862713;-0.042465214;;;;;;;;;;;;;;;;
3397.0;3195.2;;;;-0.1869774;0.86893094;-0.04302979;;;;;;;;;;;;;;;;
3397.0;3195.2;;;;-0.18756488;0.87664044;-0.04376221;;;;;;;;;;;;;;;;
3397.0;3195.2;;;;-0.18771747;0.8828927;-0.045692448;;;;;;;;;;;;;;;;
3397.0;3200.0;;;;;;;;;;-3.566851;-32.74636;88.35109;;;;;;;;;;
3397.0;3200.0;;;;;;;0.22882779;-1.0629597;0.14123966;;;;;;;;;;;;;
3397.0;3200.0;;;;;;;;;;-2.7733696;-33.51314;86.27964;;;;;;;;;;
3397.0;3200.0;;;;;;;0.22907193;-1.0539873;0.14300974;;;;;;;;;;;;;
3397.0;3201.2;262143;262143;12242;;;;;;;;;;;;;;;;;;;
3400.0;3205.3;;;;-0.18793872;0.8886453;-0.04735566;;;;;;;;;;;;;;;;
3400.0;3205.3;;;;-0.18586732;0.89335644;-0.050422676;;;;;;;;;;;;;;;;
3400.0;3205.3;;;;-0.1838608;0.8978082;-0.053558357;;;;;;;;;;;;;;;;
3400.0;3205.3;;;;-0.18143465;0.90319836;-0.05469895;;;;;;;;;;;;;;;;
3400.0;3205.3;;;;-0.18149568;0.905491;-0.058029182;;;;;;;;;;;;;;;;
3400.0;3206.8;;;;;;;;;;;;;957;;;;;;;;;
3400.0;3206.8;;;;;;;;;;;;;366;;;;;;;;;
3400.0;3206.8;;;;;;;;;;;;;-519;;;;;;;;;
3400.0;3206.8;;;;;;;;;;;;;-2047;;;;;;;;;
3400.0;3206.8;;;;;;;;;;;;;-3459;;;;;;;;;
3400.0;3209.6;;;;;;;;;;-2.0447402;-34.272285;84.025085;;;;;;;;;;
3400.0;3209.6;;;;;;;0.23334453;-1.0461745;0.14258248;;;;;;;;;;;;;
3400.0;3209.6;;;;;;;;;;-1.4076662;-35.035248;81.68661;;;;;;;;;;
3400.0;3209.6;;;;;;;0.22858363;-1.0382397;0.14166692;;;;;;;;;;;;;
3400.0;3211.7;;;;;;;;;;;;;;;;;87.969604;-19.501328;98.41838;;3124.6;
3400.0;3211.7;;;;;;;;;;;;;;0.66652423;-0.06256294;-0.28199103;;;;;3124.6;
3400.0;3211.7;;;;;;;;;;;;;;;;;83.98694;-17.265846;96.007416;;3124.6;
3400.0;3211.7;;;;;;;;;;;;;;0.67281103;-0.051332135;-0.2694174;;;;;3124.6;
3400.0;3211.7;;;;;;;;;;;;;;;;;81.98035;-15.533921;95.892975;;3134.2;
3400.0;3211.7;;;;;;;;;;;;;;0.6852016;-0.056825466;-0.22534868;;;;;3134.2;
3400.0;3211.7;;;;;;;;;;;;;;;;;80.111084;-16.4037;95.78234;;3134.2;
3400.0;3211.7;;;;;;;;;;;;;;0.6913663;-0.10278634;-0.20105594;;;;;3134.2;
3400.0;3211.7;;;;;;;;;;;;;;;;;82.40761;-20.111698;96.121864;;3143.8;
3400.0;3211.7;;;;;;;;;;;;;;0.7003388;-0.12866604;-0.2111881;;;;;3143.8;
3400.0;3211.7;;;;;;;;;;;;;;;;;83.06375;-21.938993;95.98834;;3143.8;
3400.0;3211.7;;;;;;;;;;;;;;0.7267678;-0.14642781;-0.23603015;;;;;3143.8;
3402.0;3212.5;;;;;;;;;;;;;;;;;81.59886;-18.578142;95.564896;;3153.4;
3402.0;3212.5;;;;;;;;;;;;;;0.7330546;-0.14960173;-0.227546;;;;;3153.4;
3402.0;3212.5;;;;;;;;;;;;;;;;;80.57268;-15.999329;94.45097;;3153.4;
3402.0;3212.5;;;;;;;;;;;;;;0.74025697;-0.11175878;-0.21478927;;;;;3153.4;
3402.0;3212.5;;;;;;;;;;;;;;;;;74.54146;-12.615588;92.10486;;3163.1;
3402.0;3212.5;;;;;;;;;;;;;;0.74849695;-0.0601825;-0.19757684;;;;;3163.1;
3402.0;3212.5;;;;;;;;;;;;;;;;;67.50695;-10.628071;91.227455;;3163.1;
3402.0;3212.5;;;;;;;;;;;;;;0.7668081;-0.0756859;-0.18384351;;;;;3163.1;
3402.0;3212.5;;;;;;;;;;;;;;;;;63.695946;-11.337626;96.24775;;3172.7;
3402.0;3212.5;;;;;;;;;;;;;;0.7445906;-0.14007996;-0.17285684;;;;;3172.7;
3402.0;3212.5;;;;;;;;;;;;;;;;;60.884426;-11.322367;95.71749;;3172.7;
3402.0;3212.5;;;;;;;;;;;;;;0.73989075;-0.058900725;-0.20300913;;;;;3172.7;
3402.0;3215.3;;;;-0.18058015;0.90800107;-0.060928352;;;;;;;;;;;;;;;;
3402.0;3215.3;;;;-0.17741014;0.9112588;-0.06307221;;;;;;;;;;;;;;;;
3402.0;3215.3;;;;-0.17720796;0.9130136;-0.06747056;;;;;;;;;;;;;;;;
3402.0;3215.3;;;;-0.175766;0.9135095;-0.07088853;;;;;;;;;;;;;;;;
