patientId;holterMac;flexMac;;;;;;;;;;;;;;;;;;;;
;CA:F3:0B:1E:33:78;D3:4A:5C:52:80:78;;;;;;;;;;;;;;;;;;;;
receivedTimeStamp;timeStamp;red;ir;green;adxl_accX;adxl_accY;adxl_accZ;lsm_accelX;lsm_accelY;lsm_accelZ;lsm_gyroX;lsm_gyroY;lsm_gyroZ;ecg;flex_lsm_accelX;flex_lsm_accelY;flex_lsm_accelZ;flex_lsm_gyroX;flex_lsm_gyroY;flex_lsm_gyroZ;flex_cmd;flexTimeStamp
263.0;172.3;;;;;;;;;;;;;;;;;;;;17;0.1
263.0;172.3;;;;;;;;;;;;;;;;;17.834253;0.40818506;1.2398144;;127.4
263.0;172.3;;;;;;;;;;;;;;0.8766137;0.26215398;-0.22846156;;;;;127.4
263.0;172.3;;;;;;;;;;;;;;;;;-3.3112583;-16.743217;-6.599628;;127.4
263.0;172.3;;;;;;;;;;;;;;0.9112827;0.27045503;-0.23712882;;;;;127.4
263.0;172.3;;;;;;;;;;;;;;;;;-64.75646;-84.69268;-62.559128;;137.0
263.0;172.3;;;;;;;;;;;;;;0.9106113;0.26978362;-0.23731193;;;;;137.0
263.0;172.3;;;;;;;;;;;;;;;;;-122.424995;-124.988556;-120.65492;;137.0
263.0;172.3;;;;;;;;;;;;;;0.91055024;0.26935637;-0.23944822;;;;;137.0
327.0;202.0;;;;;;;;;;;;;;;;;-57.649464;-124.80163;-78.96664;;146.7
327.0;202.0;;;;;;;;;;;;;;0.90951264;0.27045503;-0.24182867;;;;;146.7
327.0;202.0;;;;;;;;;;;;;;;;;10.319071;-124.839775;-33.734398;;146.7
327.0;202.0;;;;;;;;;;;;;;0.9083529;0.27167577;-0.24280526;;;;;146.7
327.0;202.0;;;;;;;;;;;;;;;;;7.5380716;-96.66357;-27.108067;;156.3
327.0;202.0;;;;;;;;;;;;;;0.9063387;0.2739952;-0.2412183;;;;;156.3
327.0;202.0;;;;;;;;;;;;;;;;;1.5106663;-6.9009976;-3.3036287;;156.3
327.0;202.0;;;;;;;;;;;;;;0.9063997;0.27643666;-0.24195075;;;;;156.3
