patientId;holterMac;flexMac;;;;;;;;;;;;;;;;;;;;
stairsdown;CA:F3:0B:1E:33:78;D3:4A:5C:52:80:78;;;;;;;;;;;;;;;;;;;;
receivedTimeStamp;timeStamp;red;ir;green;adxl_accX;adxl_accY;adxl_accZ;lsm_accelX;lsm_accelY;lsm_accelZ;lsm_gyroX;lsm_gyroY;lsm_gyroZ;ecg;flex_lsm_accelX;flex_lsm_accelY;flex_lsm_accelZ;flex_lsm_gyroX;flex_lsm_gyroY;flex_lsm_gyroZ;flex_cmd;flexTimeStamp
303.0;218.7;;;;;;;;;;;;;;;;;;;;17;0.1
303.0;218.7;;;;;;;;;;;;;;;;;13.935514;1.3466293;1.2665181;;127.6
303.0;218.7;;;;;;;;;;;;;;0.6781823;0.6668294;-0.3850215;;;;;127.6
303.0;218.7;;;;;;;;;;;;;;;;;-4.50148;-17.30781;-7.0955534;;127.6
303.0;218.7;;;;;;;;;;;;;;0.64424574;0.74153876;-0.41126743;;;;;127.6
303.0;218.7;;;;;;;;;;;;;;;;;-60.708942;-84.547714;-61.803795;;137.1
303.0;218.7;;;;;;;;;;;;;;0.64766383;0.7569201;-0.4580218;;;;;137.1
303.0;218.7;;;;;;;;;;;;;;;;;-121.517075;-124.988556;-120.23529;;137.1
303.0;218.7;;;;;;;;;;;;;;0.70723593;0.79280984;-0.46070743;;;;;137.1
366.0;219.6;;;;;;;;;;;;;;;;;-41.9248;-124.86266;-79.596085;;146.8
366.0;219.6;;;;;;;;;;;;;;0.74037904;0.766686;-0.4257332;;;;;146.8
366.0;219.6;;;;;;;;;;;;;;;;;45.358135;-124.790184;-35.103916;;146.8
366.0;219.6;;;;;;;;;;;;;;0.7627186;0.7075411;-0.36542863;;;;;146.8
366.0;219.6;;;;;;;;;;;;;;;;;42.947174;-94.428085;-29.354992;;156.5
366.0;219.6;;;;;;;;;;;;;;0.7759636;0.71321756;-0.2614826;;;;;156.5
366.0;219.6;;;;;;;;;;;;;;;;;33.09351;3.4905546;-8.220923;;156.5
366.0;219.6;;;;;;;;;;;;;;0.8033692;0.68532366;-0.1817072;;;;;156.5
366.0;219.6;;;;;;;;;;;;;;;;;30.358286;19.425032;-10.628071;;166.1
366.0;219.6;;;;;;;;;;;;;;0.8034913;0.737022;-0.128605;;;;;166.1
366.0;219.6;;;;;;;;;;;;;;;;;31.891842;28.271584;-15.415662;;166.1
366.0;219.6;;;;;;;;;;;;;;0.8135014;0.7167577;-0.039246805;;;;;166.1
366.0;279.1;;;;;;;;;;;;;;;;;34.68047;29.953917;-18.887142;;175.8
366.0;279.1;;;;;;;;;;;;;;0.93331707;0.741966;-0.116641745;;;;;175.8
366.0;279.1;;;;;;;;;;;;;;;;;42.14606;26.593067;-22.297585;;175.8
366.0;279.1;;;;;;;;;;;;;;1.1731315;0.8239387;-0.25946838;;;;;175.8
366.0;279.1;;;;;;;;;;;;;;;;;61.090424;24.95651;-27.871029;;185.4
366.0;279.1;;;;;;;;;;;;;;1.2706686;0.88106936;-0.32239753;;;;;185.4
366.0;279.1;;;;;;;;;;;;;;;;;95.08804;24.094364;-35.779137;;185.4
366.0;279.1;;;;;;;;;;;;;;1.3436689;0.9494308;-0.2821131;;;;;185.4
366.0;279.1;;;;;;;;;;;;;;;;;121.4484;20.638142;-44.24421;;195.1
366.0;279.1;;;;;;;;;;;;;;1.6006958;0.9076815;-0.2764977;;;;;195.1
366.0;279.1;;;;;;;;;;;;;;;;;124.988556;17.101809;-51.56102;;195.1
366.0;279.1;;;;;;;;;;;;;;1.6627705;0.7118747;-0.6388745;;;;;195.1
429.0;279.9;;;;;;;;;;;;;;;;;124.90082;8.312479;-60.060425;;204.6
429.0;279.9;;;;;;;;;;;;;;0.89022493;0.7860347;-1.2508316;;;;;204.6
429.0;279.9;;;;;;;;;;;;;;;;;116.042816;-30.461287;-59.118168;;204.6
429.0;279.9;;;;;;;;;;;;;;0.046205025;0.58308667;-1.7694021;;;;;204.6
429.0;279.9;;;;;;;;;;;;;;;;;82.31986;-103.60271;-43.084507;;214.3
429.0;279.9;;;;;;;;;;;;;;0.6493728;0.36249885;-1.526719;;;;;214.3
429.0;279.9;;;;;;;;;;;;;;;;;48.50154;-123.97;-25.379955;;214.3
429.0;279.9;;;;;;;;;;;;;;1.8349559;0.08465835;-0.7660146;;;;;214.3
429.0;279.9;;;;;;;;;;;;;;;;;-30.831324;-96.24012;12.138738;;224.0
429.0;279.9;;;;;;;;;;;;;;1.9970702;-0.40961942;0.16815698;;;;;224.0
429.0;279.9;;;;;;;;;;;;;;;;;-118.02652;-60.201572;43.22184;;224.0
429.0;279.9;;;;;;;;;;;;;;1.9970702;-1.256386;0.033143103;;;;;224.0
429.0;346.9;;;;;;;;;;;;;;;;;-116.50441;-16.785181;33.547474;;233.6
429.0;346.9;;;;;;;;;;;;;;1.9483627;-1.4191107;0.44856104;;;;;233.6
