patientId;holterMac;flexMac;;;;;;;;;;;;;;;;;;;;
;CA:F3:0B:1E:33:78;D3:4A:5C:52:80:78;;;;;;;;;;;;;;;;;;;;
receivedTimeStamp;timeStamp;red;ir;green;adxl_accX;adxl_accY;adxl_accZ;lsm_accelX;lsm_accelY;lsm_accelZ;lsm_gyroX;lsm_gyroY;lsm_gyroZ;ecg;flex_lsm_accelX;flex_lsm_accelY;flex_lsm_accelZ;flex_lsm_gyroX;flex_lsm_gyroY;flex_lsm_gyroZ;flex_cmd;flexTimeStamp
301.0;227.0;;;;;;;;;;;;;;;;;;;;17;0.1
301.0;227.0;;;;;;;;;;;;;;;;;13.603626;1.659444;2.071444;;127.3
301.0;227.0;;;;;;;;;;;;;;0.6389355;-0.8850978;-0.11847285;;;;;127.3
301.0;227.0;;;;;;;;;;;;;;;;;-6.6415906;-17.410809;-4.554888;;127.3
301.0;227.0;;;;;;;;;;;;;;0.732017;-0.94106877;-0.20813623;;;;;127.3
301.0;227.0;;;;;;;;;;;;;;;;;-64.3788;-85.22294;-57.287056;;136.8
301.0;227.0;;;;;;;;;;;;;;0.794702;-0.9651784;-0.30426955;;;;;136.8
301.0;227.0;;;;;;;;;;;;;;;;;-122.38303;-124.988556;-117.12623;;136.8
301.0;227.0;;;;;;;;;;;;;;0.8726463;-0.97402877;-0.43482772;;;;;136.8
424.0;227.8;;;;;;;;;;;;;;;;;-56.29902;-124.988556;-57.14591;;146.5
424.0;227.8;;;;;;;;;;;;;;0.9341105;-0.9592578;-0.5799127;;;;;146.5
424.0;227.8;;;;;;;;;;;;;;;;;12.6117735;-124.92752;21.851254;;146.5
424.0;227.8;;;;;;;;;;;;;;0.94222844;-0.92983794;-0.6977752;;;;;146.5
424.0;227.8;;;;;;;;;;;;;;;;;10.03296;-92.43675;45.41917;;156.2
424.0;227.8;;;;;;;;;;;;;;0.92226934;-0.8811304;-0.7430036;;;;;156.2
424.0;227.8;;;;;;;;;;;;;;;;;3.807184;12.279885;77.69631;;156.2
424.0;227.8;;;;;;;;;;;;;;0.850734;-0.82760096;-0.70583206;;;;;156.2
424.0;227.8;;;;;;;;;;;;;;;;;0.3662221;31.95288;78.924675;;165.8
424.0;227.8;;;;;;;;;;;;;;0.7709586;-0.8010498;-0.6443068;;;;;165.8
424.0;227.8;;;;;;;;;;;;;;;;;-5.123295;43.916138;76.54043;;165.8
