patientId;holterMac;flexMac
jp_portaat_ylös;CA:F3:0B:1E:33:78;D3:4A:5C:52:80:78
receivedTimeStamp;timeStamp;red;ir;green;adxl_accX;adxl_accY;adxl_accZ;lsm_accelX;lsm_accelY;lsm_accelZ;lsm_gyroX;lsm_gyroY;lsm_gyroZ;ecg;flex_lsm_accelX;flex_lsm_accelY;flex_lsm_accelZ;flex_lsm_gyroX;flex_lsm_gyroY;flex_lsm_gyroZ;flex_cmd;flexTimeStamp;
705.0;579.1;;;;;;;;;;;;;;0.9452193;0.35181737;-0.07635731;;;;;513.0;
705.0;579.1;;;;;;;;;;;;;;;;;-17.60918;32.02536;-75.357834;;513.0;
705.0;579.1;;;;;;;;;;;;;;0.8732566;0.3493759;-0.09698782;;;;;513.0;
705.0;594.1;;;;;;;;;;;;;;;;;-23.415327;14.213996;-85.318306;;522.6;
705.0;594.1;;;;;;;;;;;;;;0.832728;0.3507187;-0.136845;;;;;522.6;
705.0;594.1;;;;;;;;;;;;;;;;;-29.70977;0.18311106;-94.935455;;522.6;
705.0;594.1;;;;;;;;;;;;;;0.8092288;0.35139012;-0.17535935;;;;;522.6;
705.0;594.1;;;;;;;;;;;;;;;;;-34.22269;-8.011109;-102.76345;;532.2;
705.0;594.1;;;;;;;;;;;;;;0.7937864;0.36451307;-0.18866542;;;;;532.2;
705.0;594.1;;;;;;;;;;;;;;;;;-38.453323;-11.516922;-110.46555;;532.2;
705.0;594.1;;;;;;;;;;;;;;0.824366;0.37934506;-0.20044558;;;;;532.2;
705.0;594.1;;;;;;;;;;;;;;;;;-44.080173;-11.219367;-118.01126;;541.9;
705.0;594.1;;;;;;;;;;;;;;0.89278847;0.41261026;-0.219306;;;;;541.9;
705.0;594.1;;;;;;;;;;;;;;;;;-47.196877;-9.083072;-121.46748;;541.9;
705.0;594.1;;;;;;;;;;;;;;0.9684744;0.4015015;-0.24579607;;;;;541.9;
768.0;639.3;;;;;;;;;;;;;;;;;-46.53691;-5.1118503;-124.423965;;551.6;
768.0;639.3;;;;;;;;;;;;;;1.0699179;0.36890775;-0.29847103;;;;;551.6;
768.0;639.3;;;;;;;;;;;;;;;;;-39.685505;0.30518508;-124.988556;;551.6;
768.0;639.3;;;;;;;;;;;;;;1.2115238;0.4015015;-0.36371958;;;;;551.6;
768.0;639.3;;;;;;;;;;;;;;;;;-24.731438;3.0976286;-124.988556;;561.3;
768.0;639.3;;;;;;;;;;;;;;1.3517869;0.46009704;-0.41346475;;;;;561.3;
768.0;639.3;;;;;;;;;;;;;;;;;-11.013368;5.916776;-124.988556;;561.3;
768.0;639.3;;;;;;;;;;;;;;1.4787439;0.45429853;-0.47676015;;;;;561.3;
768.0;639.3;;;;;;;;;;;;;;;;;2.212592;8.056887;-124.717705;;570.9;
768.0;639.3;;;;;;;;;;;;;;1.6476333;0.425367;-0.5492721;;;;;570.9;
