patientId;holterMac;flexMac;;;;;;;;;;;;;;;;;;;;
;CA:F3:0B:1E:33:78;D3:4A:5C:52:80:78;;;;;;;;;;;;;;;;;;;;
receivedTimeStamp;timeStamp;red;ir;green;adxl_accX;adxl_accY;adxl_accZ;lsm_accelX;lsm_accelY;lsm_accelZ;lsm_gyroX;lsm_gyroY;lsm_gyroZ;ecg;flex_lsm_accelX;flex_lsm_accelY;flex_lsm_accelZ;flex_lsm_gyroX;flex_lsm_gyroY;flex_lsm_gyroZ;flex_cmd;flexTimeStamp
285.0;219.4;;;;;;;;;;;;;;;;;;;;17;0.1
285.0;219.4;;;;;;;;;;;;;;;;;13.557848;1.5869625;1.0567034;;127.6
285.0;219.4;;;;;;;;;;;;;;0.7448347;-0.49409467;0.10626545;;;;;127.6
285.0;219.4;;;;;;;;;;;;;;;;;-6.382183;-16.430403;-7.5037384;;127.6
285.0;219.4;;;;;;;;;;;;;;0.7349467;-0.6832484;0.082461014;;;;;127.6
285.0;219.4;;;;;;;;;;;;;;;;;-65.46983;-83.35749;-59.114353;;137.2
285.0;219.4;;;;;;;;;;;;;;0.7368999;-0.7937864;-0.03997925;;;;;137.2
285.0;219.4;;;;;;;;;;;;;;;;;-122.38685;-124.988556;-117.687004;;137.2
285.0;219.4;;;;;;;;;;;;;;0.7800531;-0.8511002;-0.25232702;;;;;137.2
346.0;220.6;;;;;;;;;;;;;;;;;-40.154728;-124.988556;-54.91424;;146.9
346.0;220.6;;;;;;;;;;;;;;0.82937104;-0.943083;-0.5899838;;;;;146.9
346.0;220.6;;;;;;;;;;;;;;;;;67.42302;-124.988556;33.352917;;146.9
346.0;220.6;;;;;;;;;;;;;;0.92660296;-0.93148595;-0.8901639;;;;;146.9
346.0;220.6;;;;;;;;;;;;;;;;;88.06498;-118.22871;73.377945;;156.4
346.0;220.6;;;;;;;;;;;;;;0.99325544;-0.98873866;-1.0142522;;;;;156.4
346.0;220.6;;;;;;;;;;;;;;;;;70.45198;-68.79635;112.727745;;156.4
