patientId;holterMac;flexMac;;;;;;;;;;;;;;;;;;;;
;CA:F3:0B:1E:33:78;D3:4A:5C:52:80:78;;;;;;;;;;;;;;;;;;;;
receivedTimeStamp;timeStamp;red;ir;green;adxl_accX;adxl_accY;adxl_accZ;lsm_accelX;lsm_accelY;lsm_accelZ;lsm_gyroX;lsm_gyroY;lsm_gyroZ;ecg;flex_lsm_accelX;flex_lsm_accelY;flex_lsm_accelZ;flex_lsm_gyroX;flex_lsm_gyroY;flex_lsm_gyroZ;flex_cmd;flexTimeStamp
319.0;279.7;;;;;;;;;;;;;;;;;;;;17;0.1
319.0;279.7;;;;;;;;;;;;;;;;;13.203071;-0.45014802;1.6670736;;127.2
319.0;279.7;;;;;;;;;;;;;;0.8692282;-0.2542802;-0.31891844;;;;;127.2
319.0;279.7;;;;;;;;;;;;;;;;;-5.645924;-19.066439;-7.045961;;127.2
319.0;279.7;;;;;;;;;;;;;;0.9049348;-0.25721;-0.32520524;;;;;127.2
319.0;279.7;;;;;;;;;;;;;;;;;-64.24909;-84.68505;-61.941128;;136.8
319.0;279.7;;;;;;;;;;;;;;0.90517896;-0.2529374;-0.3209937;;;;;136.8
319.0;279.7;;;;;;;;;;;;;;;;;-122.34107;-124.988556;-120.04837;;136.8
319.0;279.7;;;;;;;;;;;;;;0.9074374;-0.2478103;-0.3175756;;;;;136.8
323.0;280.4;;;;;;;;;;;;;;;;;-58.46965;-124.82452;-76.60528;;146.5
323.0;280.4;;;;;;;;;;;;;;0.9067049;-0.24225593;-0.3124485;;;;;146.5
323.0;280.4;;;;;;;;;;;;;;;;;7.8356276;-124.80163;-27.2454;;146.5
323.0;280.4;;;;;;;;;;;;;;0.9053621;-0.23731193;-0.31391338;;;;;146.5
323.0;280.4;;;;;;;;;;;;;;;;;3.627888;-95.591606;-18.135624;;156.2
323.0;280.4;;;;;;;;;;;;;;0.90426344;-0.23340556;-0.3120823;;;;;156.2
323.0;280.4;;;;;;;;;;;;;;;;;-3.6736658;-4.753258;7.0535903;;156.2
323.0;280.4;;;;;;;;;;;;;;0.8998688;-0.23065889;-0.31446272;;;;;156.2
323.0;280.4;;;;;;;;;;;;;;;;;-4.6540728;2.010407;8.949553;;165.8
323.0;280.4;;;;;;;;;;;;;;0.89602345;-0.22553179;-0.31849116;;;;;165.8
323.0;280.4;;;;;;;;;;;;;;;;;-4.6807766;1.2779626;9.12122;;165.8
323.0;280.4;;;;;;;;;;;;;;0.89400923;-0.22486039;-0.3233131;;;;;165.8
323.0;281.3;;;;;;;;;;;;;;;;;-4.467147;0.18692587;9.559923;;175.5
323.0;281.3;;;;;;;;;;;;;;0.8946806;-0.22620319;-0.33246863;;;;;175.5
323.0;281.3;;;;;;;;;;;;;;;;;-4.032258;-1.167333;9.63622;;175.5
323.0;281.3;;;;;;;;;;;;;;0.8987701;-0.22760704;-0.33893856;;;;;175.5
323.0;281.3;;;;;;;;;;;;;;;;;-3.5592213;-2.2164068;9.9642935;;185.2
323.0;281.3;;;;;;;;;;;;;;0.9007843;-0.2367626;-0.33930477;;;;;185.2
323.0;281.3;;;;;;;;;;;;;;;;;-3.0137029;-2.7581105;10.242775;;185.2
323.0;281.3;;;;;;;;;;;;;;0.9051179;-0.23847163;-0.33515427;;;;;185.2
323.0;281.3;;;;;;;;;;;;;;;;;-2.1973326;-2.5521104;10.040589;;194.8
323.0;281.3;;;;;;;;;;;;;;0.9049348;-0.2414014;-0.32996613;;;;;194.8
323.0;281.3;;;;;;;;;;;;;;;;;-1.2550737;-2.010407;9.876553;;194.8
323.0;281.3;;;;;;;;;;;;;;0.9015168;-0.24719992;-0.32880643;;;;;194.8
495.0;282.1;;;;;;;;;;;;;;;;;0.022888882;-1.209296;9.460738;;204.5
495.0;282.1;;;;;;;;;;;;;;0.89474165;-0.2418897;-0.33161414;;;;;204.5
495.0;282.1;;;;;;;;;;;;;;;;;1.0910367;-0.39674062;9.056368;;204.5
495.0;282.1;;;;;;;;;;;;;;0.8844264;-0.23377179;-0.33216345;;;;;204.5
495.0;282.1;;;;;;;;;;;;;;;;;1.8730735;0.2784814;8.903775;;214.2
495.0;282.1;;;;;;;;;;;;;;0.87838376;-0.23487045;-0.3345439;;;;;214.2
495.0;282.1;;;;;;;;;;;;;;;;;2.395703;0.7324442;8.682516;;214.2
495.0;282.1;;;;;;;;;;;;;;0.87496567;-0.23523667;-0.33497116;;;;;214.2
495.0;282.1;;;;;;;;;;;;;;;;;2.6741846;1.083407;8.564257;;223.8
495.0;282.1;;;;;;;;;;;;;;0.8743553;-0.23541978;-0.3317362;;;;;223.8
