patientId;holterMac;flexMac;;;;;;;;;;;;;;;;;;;;
stairsup;CA:F3:0B:1E:33:78;D3:4A:5C:52:80:78;;;;;;;;;;;;;;;;;;;;
receivedTimeStamp;timeStamp;red;ir;green;adxl_accX;adxl_accY;adxl_accZ;lsm_accelX;lsm_accelY;lsm_accelZ;lsm_gyroX;lsm_gyroY;lsm_gyroZ;ecg;flex_lsm_accelX;flex_lsm_accelY;flex_lsm_accelZ;flex_lsm_gyroX;flex_lsm_gyroY;flex_lsm_gyroZ;flex_cmd;flexTimeStamp
312.0;216.1;;;;;;;;;;;;;;;;;;;;17;0.1
312.0;216.1;;;;;;;;;;;;;;;;;12.924589;0.90029603;1.5678884;;127.5
312.0;216.1;;;;;;;;;;;;;;0.83291113;0.084902495;-0.21625416;;;;;127.5
312.0;216.1;;;;;;;;;;;;;;;;;-6.061739;-16.685995;-6.4851832;;127.5
312.0;216.1;;;;;;;;;;;;;;0.85097814;0.03955199;-0.25873592;;;;;127.5
312.0;216.1;;;;;;;;;;;;;;;;;-62.509537;-84.21583;-58.1988;;137.1
312.0;216.1;;;;;;;;;;;;;;0.84841454;-0.020569475;-0.29511398;;;;;137.1
312.0;216.1;;;;;;;;;;;;;;;;;-121.99011;-124.988556;-118.064674;;137.1
312.0;216.1;;;;;;;;;;;;;;0.8529313;-0.09143346;-0.3065279;;;;;137.1
373.0;216.9;;;;;;;;;;;;;;;;;-57.18024;-124.794;-65.675835;;146.7
373.0;216.9;;;;;;;;;;;;;;0.8662374;-0.14880826;-0.28736228;;;;;146.7
373.0;216.9;;;;;;;;;;;;;;;;;11.14307;-124.11496;-0.3013703;;146.7
373.0;216.9;;;;;;;;;;;;;;0.8631245;-0.22046572;-0.27295756;;;;;146.7
373.0;216.9;;;;;;;;;;;;;;;;;8.117924;-93.13486;16.003143;;156.4
373.0;216.9;;;;;;;;;;;;;;0.85763115;-0.28217414;-0.25879696;;;;;156.4
373.0;216.9;;;;;;;;;;;;;;;;;1.8501847;-0.011444441;45.144505;;156.4
373.0;216.9;;;;;;;;;;;;;;0.85909605;-0.33314005;-0.25531784;;;;;156.4
373.0;216.9;;;;;;;;;;;;;;;;;2.578814;6.2791834;48.089542;;166.0
373.0;216.9;;;;;;;;;;;;;;0.8670919;-0.38325143;-0.26337475;;;;;166.0
373.0;216.9;;;;;;;;;;;;;;;;;4.7875915;4.634999;48.66558;;166.0
373.0;216.9;;;;;;;;;;;;;;0.8770409;-0.4008301;-0.27655873;;;;;166.0
373.0;276.5;;;;;;;;;;;;;;;;;7.3320723;2.967925;49.462875;;175.7
373.0;276.5;;;;;;;;;;;;;;0.88894314;-0.41639453;-0.2794885;;;;;175.7
373.0;276.5;;;;;;;;;;;;;;;;;10.6814785;0.34714803;49.993134;;175.7
373.0;276.5;;;;;;;;;;;;;;0.89687794;-0.43324077;-0.27509385;;;;;175.7
373.0;276.5;;;;;;;;;;;;;;;;;14.694663;-3.2235177;50.49669;;185.2
373.0;276.5;;;;;;;;;;;;;;0.9047517;-0.44825587;-0.2804651;;;;;185.2
373.0;276.5;;;;;;;;;;;;;;;;;19.627216;-6.263924;50.737022;;185.2
373.0;276.5;;;;;;;;;;;;;;0.90908533;-0.46259958;-0.2832728;;;;;185.2
373.0;276.5;;;;;;;;;;;;;;;;;24.750511;-8.40022;50.611134;;194.9
373.0;276.5;;;;;;;;;;;;;;0.9275796;-0.4640034;-0.26276436;;;;;194.9
373.0;276.5;;;;;;;;;;;;;;;;;29.557177;-9.647664;50.923946;;194.9
373.0;276.5;;;;;;;;;;;;;;0.92281866;-0.45081943;-0.24597919;;;;;194.9
437.0;277.3;;;;;;;;;;;;;;;;;33.742027;-10.414441;51.25202;;204.6
437.0;277.3;;;;;;;;;;;;;;0.89455855;-0.44428846;-0.21613209;;;;;204.6
437.0;277.3;;;;;;;;;;;;;;;;;37.015137;-13.111515;50.847652;;204.6
437.0;277.3;;;;;;;;;;;;;;0.89980775;-0.4229255;-0.2103946;;;;;204.6
437.0;277.3;;;;;;;;;;;;;;;;;40.11658;-15.850552;50.828575;;214.2
437.0;277.3;;;;;;;;;;;;;;0.92410046;-0.4046144;-0.21051668;;;;;214.2
437.0;277.3;;;;;;;;;;;;;;;;;42.87469;-17.532883;50.93539;;214.2
437.0;277.3;;;;;;;;;;;;;;0.9419843;-0.38111514;-0.22418897;;;;;214.2
437.0;277.3;;;;;;;;;;;;;;;;;45.609913;-18.505661;50.72558;;223.8
437.0;277.3;;;;;;;;;;;;;;0.969573;-0.33851132;-0.22412793;;;;;223.8
437.0;277.3;;;;;;;;;;;;;;;;;47.246468;-19.318218;50.49669;;223.8
437.0;277.3;;;;;;;;;;;;;;0.9731742;-0.27777946;-0.24231696;;;;;223.8
437.0;336.8;;;;;;;;;;;;;;;;;47.299873;-19.066439;50.03891;;233.4
437.0;336.8;;;;;;;;;;;;;;0.9821467;-0.2318186;-0.22962126;;;;;233.4
437.0;336.8;;;;;;;;;;;;;;;;;45.53743;-19.333477;49.031803;;233.4
437.0;336.8;;;;;;;;;;;;;;1.0014954;-0.17358929;-0.24530777;;;;;233.4
437.0;336.8;;;;;;;;;;;;;;;;;43.393505;-17.47566;48.22306;;243.1
