patientId;holterMac;flexMac;;;;;;;;;;;;;;;;;;;;
;CA:F3:0B:1E:33:78;D3:4A:5C:52:80:78;;;;;;;;;;;;;;;;;;;;
receivedTimeStamp;timeStamp;red;ir;green;adxl_accX;adxl_accY;adxl_accZ;lsm_accelX;lsm_accelY;lsm_accelZ;lsm_gyroX;lsm_gyroY;lsm_gyroZ;ecg;flex_lsm_accelX;flex_lsm_accelY;flex_lsm_accelZ;flex_lsm_gyroX;flex_lsm_gyroY;flex_lsm_gyroZ;flex_cmd;flexTimeStamp
288.0;214.0;;;;;;;;;;;;;;;;;;;;17;0.1
288.0;214.0;;;;;;;;;;;;;;;;;13.088626;0.34333324;1.0414442;;127.5
288.0;214.0;;;;;;;;;;;;;;0.93710136;0.29657888;-0.38770714;;;;;127.5
288.0;214.0;;;;;;;;;;;;;;;;;-4.3488874;-16.888182;-7.5228124;;127.5
288.0;214.0;;;;;;;;;;;;;;1.0030214;0.37916195;-0.36384168;;;;;127.5
288.0;214.0;;;;;;;;;;;;;;;;;-61.29261;-84.87961;-57.626575;;137.1
288.0;214.0;;;;;;;;;;;;;;1.0264596;0.44166386;-0.33210242;;;;;137.1
288.0;214.0;;;;;;;;;;;;;;;;;-121.67348;-124.988556;-117.47337;;137.1
288.0;214.0;;;;;;;;;;;;;;1.0232856;0.48304698;-0.2989593;;;;;137.1
352.0;214.8;;;;;;;;;;;;;;;;;-52.95343;-124.988556;-62.85668;;146.8
352.0;214.8;;;;;;;;;;;;;;1.0100406;0.537553;-0.2903531;;;;;146.8
352.0;214.8;;;;;;;;;;;;;;;;;17.883846;-124.988556;3.7575915;;146.8
352.0;214.8;;;;;;;;;;;;;;0.9531541;0.59450054;-0.28022096;;;;;146.8
352.0;214.8;;;;;;;;;;;;;;;;;8.339183;-100.62334;16.407515;;156.5
352.0;214.8;;;;;;;;;;;;;;0.9048738;0.6252632;-0.27332377;;;;;156.5
352.0;214.8;;;;;;;;;;;;;;;;;-5.611591;-21.679586;39.52147;;156.5
352.0;214.8;;;;;;;;;;;;;;0.8374279;0.60438854;-0.27997681;;;;;156.5
352.0;214.8;;;;;;;;;;;;;;;;;-13.760033;-17.365032;38.335064;;166.0
352.0;214.8;;;;;;;;;;;;;;0.8428602;0.636433;-0.22711875;;;;;166.0
352.0;214.8;;;;;;;;;;;;;;;;;-21.954254;-17.147587;35.996582;;166.0
352.0;214.8;;;;;;;;;;;;;;0.7893307;0.5844905;-0.21527757;;;;;166.0
352.0;274.8;;;;;;;;;;;;;;;;;-28.546251;-18.024994;35.05432;;175.7
352.0;274.8;;;;;;;;;;;;;;0.78615683;0.53346354;-0.22370067;;;;;175.7
352.0;274.8;;;;;;;;;;;;;;;;;-34.058655;-17.662586;34.61562;;175.7
352.0;274.8;;;;;;;;;;;;;;0.7712638;0.50935394;-0.22321238;;;;;175.7
352.0;274.8;;;;;;;;;;;;;;;;;-39.208652;-17.540512;35.04669;;185.4
352.0;274.8;;;;;;;;;;;;;;0.76827294;0.45503098;-0.22107609;;;;;185.4
352.0;274.8;;;;;;;;;;;;;;;;;-43.20658;-17.941069;35.63036;;185.4
352.0;274.8;;;;;;;;;;;;;;0.7694937;0.41834772;-0.23303933;;;;;185.4
352.0;274.8;;;;;;;;;;;;;;;;;-44.892727;-19.318218;36.530655;;195.0
352.0;274.8;;;;;;;;;;;;;;0.8006836;0.37568286;-0.24573503;;;;;195.0
352.0;274.8;;;;;;;;;;;;;;;;;-44.434948;-20.260475;38.167213;;195.0
352.0;274.8;;;;;;;;;;;;;;0.8433485;0.32093266;-0.25818658;;;;;195.0
468.0;276.0;;;;;;;;;;;;;;;;;-42.13843;-19.661549;39.906765;;204.7
