patientId;holterMac;flexMac;;;;;;;;;;;;;;;;;;;;
stairsup;CA:F3:0B:1E:33:78;D3:4A:5C:52:80:78;;;;;;;;;;;;;;;;;;;;
receivedTimeStamp;timeStamp;red;ir;green;adxl_accX;adxl_accY;adxl_accZ;lsm_accelX;lsm_accelY;lsm_accelZ;lsm_gyroX;lsm_gyroY;lsm_gyroZ;ecg;flex_lsm_accelX;flex_lsm_accelY;flex_lsm_accelZ;flex_lsm_gyroX;flex_lsm_gyroY;flex_lsm_gyroZ;flex_cmd;flexTimeStamp
313.0;213.1;;;;;;;;;;;;;;;;;;;;17;0.1
313.0;213.1;;;;;;;;;;;;;;;;;13.340404;-0.015259255;0.43488875;;127.4
313.0;213.1;;;;;;;;;;;;;;0.84701073;0.2247383;-0.6322825;;;;;127.4
313.0;213.1;;;;;;;;;;;;;;;;;-6.7369614;-18.494217;-9.647664;;127.4
313.0;213.1;;;;;;;;;;;;;;0.8487808;0.1821955;-0.6936857;;;;;127.4
313.0;213.1;;;;;;;;;;;;;;;;;-68.52931;-84.58586;-68.7086;;137.1
313.0;213.1;;;;;;;;;;;;;;0.85763115;0.19757684;-0.6953337;;;;;137.1
313.0;213.1;;;;;;;;;;;;;;;;;-123.2223;-124.988556;-122.84463;;137.1
313.0;213.1;;;;;;;;;;;;;;0.8598285;0.24359874;-0.6654256;;;;;137.1
433.0;227.8;;;;;;;;;;;;;;;;;-76.94861;-124.91989;-108.75271;;146.7
433.0;227.8;;;;;;;;;;;;;;0.90524;0.27918333;-0.6720786;;;;;146.7
433.0;227.8;;;;;;;;;;;;;;;;;-42.352062;-124.988556;-103.9079;;146.7
433.0;227.8;;;;;;;;;;;;;;0.92898345;0.28431043;-0.6619465;;;;;146.7
433.0;227.8;;;;;;;;;;;;;;;;;-65.99246;-98.73501;-109.14564;;156.4
433.0;227.8;;;;;;;;;;;;;;0.92062134;0.25269327;-0.615009;;;;;156.4
433.0;227.8;;;;;;;;;;;;;;;;;-83.25831;-11.070589;-93.97412;;156.4
433.0;227.8;;;;;;;;;;;;;;0.9854427;0.27143162;-0.611713;;;;;156.4
433.0;227.8;;;;;;;;;;;;;;;;;-87.912384;2.2698143;-90.06012;;165.9
433.0;227.8;;;;;;;;;;;;;;0.9737846;0.26178777;-0.580401;;;;;165.9
433.0;227.8;;;;;;;;;;;;;;;;;-92.66946;8.857997;-88.885155;;165.9
433.0;227.8;;;;;;;;;;;;;;0.8838771;0.25171667;-0.49537644;;;;;165.9
433.0;273.1;;;;;;;;;;;;;;;;;-98.3459;10.662404;-87.168495;;175.4
433.0;273.1;;;;;;;;;;;;;;0.88876003;0.22101505;-0.38544878;;;;;175.4
433.0;273.1;;;;;;;;;;;;;;;;;-101.86697;3.913999;-85.28397;;175.4
433.0;273.1;;;;;;;;;;;;;;0.897;0.2047792;-0.42512283;;;;;175.4
433.0;273.1;;;;;;;;;;;;;;;;;-106.982635;8.29722;-83.75042;;185.0
433.0;273.1;;;;;;;;;;;;;;0.87923825;0.18890958;-0.30658895;;;;;185.0
433.0;273.1;;;;;;;;;;;;;;;;;-108.71456;1.4229255;-80.8626;;185.0
433.0;273.1;;;;;;;;;;;;;;0.82650226;0.14764854;-0.35700554;;;;;185.0
433.0;273.1;;;;;;;;;;;;;;;;;-110.05356;0.3013703;-79.40153;;194.7
433.0;273.1;;;;;;;;;;;;;;0.7965331;0.13147373;-0.33234656;;;;;194.7
433.0;273.1;;;;;;;;;;;;;;;;;-112.14026;-4.7074804;-76.23905;;194.7
433.0;273.1;;;;;;;;;;;;;;0.71254617;0.088808864;-0.35084078;;;;;194.7
436.0;333.4;;;;;;;;;;;;;;;;;-115.23408;-7.9348125;-72.43187;;204.3
436.0;333.4;;;;;;;;;;;;;;0.68172246;0.075441755;-0.34614092;;;;;204.3
436.0;333.4;;;;;;;;;;;;;;;;;-119.968254;-11.284219;-69.14731;;204.3
436.0;333.4;;;;;;;;;;;;;;0.63325906;0.095583975;-0.3587756;;;;;204.3
436.0;333.4;;;;;;;;;;;;;;;;;-124.35148;-9.983367;-67.44209;;214.0
436.0;333.4;;;;;;;;;;;;;;0.5722831;0.0740379;-0.3056734;;;;;214.0
436.0;333.4;;;;;;;;;;;;;;;;;-124.988556;-12.527848;-64.77935;;214.0
436.0;333.4;;;;;;;;;;;;;;0.52485734;0.027100436;-0.32544938;;;;;214.0
436.0;333.4;;;;;;;;;;;;;;;;;-124.988556;-11.898404;-62.341686;;223.7
436.0;333.4;;;;;;;;;;;;;;0.4878689;-0.012939848;-0.3236793;;;;;223.7
436.0;333.4;;;;;;;;;;;;;;;;;-124.95422;-10.486923;-59.80102;;223.7
436.0;333.4;;;;;;;;;;;;;;0.41047394;-0.038880583;-0.2779626;;;;;223.7
436.0;334.2;;;;;;;;;;;;;;;;;-124.02722;-9.022035;-57.584614;;233.2
436.0;334.2;;;;;;;;;;;;;;0.36170536;-0.09106723;-0.2103946;;;;;233.2
436.0;334.2;;;;;;;;;;;;;;;;;-118.78949;-8.70159;-55.612354;;233.2
436.0;334.2;;;;;;;;;;;;;;0.3382061;-0.13135166;-0.1638844;;;;;233.2
436.0;334.2;;;;;;;;;;;;;;;;;-112.46452;-7.4999237;-54.143654;;242.9
436.0;334.2;;;;;;;;;;;;;;0.33118686;-0.13599049;-0.11169775;;;;;242.9
436.0;334.2;;;;;;;;;;;;;;;;;-106.95212;-5.9129615;-53.7698;;242.9
436.0;334.2;;;;;;;;;;;;;;0.29554126;-0.14203314;-0.04119999;;;;;242.9
436.0;334.2;;;;;;;;;;;;;;;;;-101.55415;-6.4622946;-53.441727;;252.5
436.0;334.2;;;;;;;;;;;;;;0.30268258;-0.14569536;0.0075685903;;;;;252.5
436.0;334.2;;;;;;;;;;;;;;;;;-95.41994;-8.243813;-52.499466;;252.5
436.0;334.2;;;;;;;;;;;;;;0.31275368;-0.1281167;0.02356029;;;;;252.5
496.0;348.3;;;;;;;;;;;;;;;;;-90.22416;-8.1331835;-50.1915;;262.2
496.0;348.3;;;;;;;;;;;;;;0.2912076;-0.096499525;0.071413316;;;;;262.2
496.0;348.3;;;;;;;;;;;;;;;;;-86.153755;-8.9991455;-46.82684;;262.2
496.0;348.3;;;;;;;;;;;;;;0.27539903;-0.08587909;0.10626545;;;;;262.2
496.0;348.3;;;;;;;;;;;;;;;;;-80.67186;-11.246071;-43.38206;;271.9
496.0;348.3;;;;;;;;;;;;;;0.27491075;-0.052491836;0.133549;;;;;271.9
496.0;348.3;;;;;;;;;;;;;;;;;-77.200386;-14.023255;-39.479504;;271.9
496.0;348.3;;;;;;;;;;;;;;0.29059726;-0.040101323;0.12671286;;;;;271.9
496.0;348.3;;;;;;;;;;;;;;;;;-75.22813;-15.614033;-35.3061;;281.6
496.0;348.3;;;;;;;;;;;;;;0.29883724;-0.038209174;0.09533983;;;;;281.6
496.0;348.3;;;;;;;;;;;;;;;;;-74.20957;-14.446699;-30.419323;;281.6
496.0;348.3;;;;;;;;;;;;;;0.29963073;-0.0496231;0.07513657;;;;;281.6
496.0;393.6;;;;;;;;;;;;;;;;;-73.03079;-12.398144;-24.723808;;291.2
496.0;393.6;;;;;;;;;;;;;;0.26667073;-0.059877317;0.04669332;;;;;291.2
496.0;393.6;;;;;;;;;;;;;;;;;-72.149574;-12.989441;-18.566698;;291.2
496.0;393.6;;;;;;;;;;;;;;0.2360912;-0.06848354;0.0040894803;;;;;291.2
496.0;393.6;;;;;;;;;;;;;;;;;-69.10153;-14.8587;-12.775811;;300.6
496.0;393.6;;;;;;;;;;;;;;0.24292734;-0.07470931;-0.043763544;;;;;300.6
496.0;393.6;;;;;;;;;;;;;;;;;-64.40932;-16.468552;-7.423628;;300.6
