patientId;holterMac;flexMac;;;;;;;;;;;;;;;;;;;;
;CA:F3:0B:1E:33:78;D3:4A:5C:52:80:78;;;;;;;;;;;;;;;;;;;;
receivedTimeStamp;timeStamp;red;ir;green;adxl_accX;adxl_accY;adxl_accZ;lsm_accelX;lsm_accelY;lsm_accelZ;lsm_gyroX;lsm_gyroY;lsm_gyroZ;ecg;flex_lsm_accelX;flex_lsm_accelY;flex_lsm_accelZ;flex_lsm_gyroX;flex_lsm_gyroY;flex_lsm_gyroZ;flex_cmd;flexTimeStamp
469.0;214.7;;;;;;;;;;;;;;;;;;;;17;0.1
469.0;214.7;;;;;;;;;;;;;;;;;13.431959;0.77822196;0.90792567;;127.4
469.0;214.7;;;;;;;;;;;;;;-0.15778069;-1.2222663;-0.3086642;;;;;127.4
469.0;214.7;;;;;;;;;;;;;;;;;-3.6584065;-16.052736;-7.595294;;127.4
469.0;214.7;;;;;;;;;;;;;;-0.2106998;-1.3398846;-0.42005676;;;;;127.4
469.0;214.7;;;;;;;;;;;;;;;;;-61.269722;-84.55534;-63.10846;;137.0
469.0;214.7;;;;;;;;;;;;;;-0.29511398;-1.3754082;-0.4092532;;;;;137.0
469.0;214.7;;;;;;;;;;;;;;;;;-121.79174;-124.988556;-121.124146;;137.0
469.0;214.7;;;;;;;;;;;;;;-0.33991516;-1.3315836;-0.30524614;;;;;137.0
475.0;403.2;;;;;;;;;;;;;;;;;-46.063873;-124.988556;-92.822044;;146.7
475.0;403.2;;;;;;;;;;;;;;-0.32422864;-1.2554704;-0.23340556;;;;;146.7
475.0;403.2;;;;;;;;;;;;;;;;;39.609207;-124.988556;-72.07709;;146.7
475.0;403.2;;;;;;;;;;;;;;-0.28565326;-1.1864986;-0.2191229;;;;;146.7
475.0;403.2;;;;;;;;;;;;;;;;;41.676838;-105.03708;-81.404305;;156.4
475.0;403.2;;;;;;;;;;;;;;-0.24860378;-1.1425519;-0.19037446;;;;;156.4
475.0;403.2;;;;;;;;;;;;;;;;;35.39384;-35.596027;-69.21216;;156.4
475.0;403.2;;;;;;;;;;;;;;-0.2320017;-1.1432844;-0.13013093;;;;;156.4
475.0;403.2;;;;;;;;;;;;;;;;;35.763878;-29.427473;-75.636314;;166.1
475.0;403.2;;;;;;;;;;;;;;-0.23938718;-1.1899167;-0.0314951;;;;;166.1
475.0;403.2;;;;;;;;;;;;;;;;;41.5891;-31.899471;-84.39131;;166.1
475.0;403.2;;;;;;;;;;;;;;-0.24774925;-1.2654805;0.03930784;;;;;166.1
475.0;404.3;;;;;;;;;;;;;;;;;49.771873;-32.876064;-92.69616;;175.6
475.0;404.3;;;;;;;;;;;;;;-0.2816248;-1.3314615;0.09173864;;;;;175.6
475.0;404.3;;;;;;;;;;;;;;;;;57.57317;-31.84988;-100.245674;;175.6
475.0;404.3;;;;;;;;;;;;;;-0.36512345;-1.361919;0.13031404;;;;;175.6
475.0;404.3;;;;;;;;;;;;;;;;;65.56902;-33.25373;-106.39134;;185.3
475.0;404.3;;;;;;;;;;;;;;-0.46821496;-1.3449507;0.1394696;;;;;185.3
475.0;404.3;;;;;;;;;;;;;;;;;74.449905;-39.326912;-111.07593;;185.3
475.0;404.3;;;;;;;;;;;;;;-0.56135744;-1.2634052;0.1309244;;;;;185.3
475.0;404.3;;;;;;;;;;;;;;;;;83.64742;-48.085728;-114.16975;;194.9
475.0;404.3;;;;;;;;;;;;;;-0.64015627;-1.1247902;0.10419019;;;;;194.9
475.0;404.3;;;;;;;;;;;;;;;;;91.42582;-55.932796;-115.67278;;194.9
