patientId;holterMac;flexMac;;;;;;;;;;;;;;;;;;;;
;CA:F3:0B:1E:33:78;D3:4A:5C:52:80:78;;;;;;;;;;;;;;;;;;;;
receivedTimeStamp;timeStamp;red;ir;green;adxl_accX;adxl_accY;adxl_accZ;lsm_accelX;lsm_accelY;lsm_accelZ;lsm_gyroX;lsm_gyroY;lsm_gyroZ;ecg;flex_lsm_accelX;flex_lsm_accelY;flex_lsm_accelZ;flex_lsm_gyroX;flex_lsm_gyroY;flex_lsm_gyroZ;flex_cmd;flexTimeStamp
255.0;214.4;;;;;;;;;;;;;;;;;;;;17;0.1
255.0;214.4;;;;;;;;;;;;;;;;;13.981292;0.6904813;1.8311106;;127.6
255.0;214.4;;;;;;;;;;;;;;0.98641926;0.090701014;-0.27942747;;;;;127.6
255.0;214.4;;;;;;;;;;;;;;;;;-7.026887;-16.872921;-8.358257;;127.6
255.0;214.4;;;;;;;;;;;;;;1.047029;0.051881466;-0.2664266;;;;;127.6
255.0;214.4;;;;;;;;;;;;;;;;;-66.67913;-83.54442;-69.05194;;137.3
255.0;214.4;;;;;;;;;;;;;;1.084933;0.009155553;-0.23163548;;;;;137.3
255.0;214.4;;;;;;;;;;;;;;;;;-122.69204;-124.988556;-123.05444;;137.3
255.0;214.4;;;;;;;;;;;;;;1.1450545;-0.016724143;-0.1892758;;;;;137.3
317.0;215.2;;;;;;;;;;;;;;;;;-62.334057;-115.92456;-113.078705;;147.0
317.0;215.2;;;;;;;;;;;;;;1.2223884;-0.03851436;-0.1947081;;;;;147.0
317.0;215.2;;;;;;;;;;;;;;;;;2.166814;-94.58449;-114.66567;;147.0
317.0;215.2;;;;;;;;;;;;;;1.3056428;-0.069887385;-0.22022156;;;;;147.0
317.0;215.2;;;;;;;;;;;;;;;;;3.4981842;-47.471542;-122.04733;;156.7
317.0;215.2;;;;;;;;;;;;;;1.3840144;-0.09503464;-0.250618;;;;;156.7
317.0;215.2;;;;;;;;;;;;;;;;;4.425184;53.029724;-117.16056;;156.7
317.0;215.2;;;;;;;;;;;;;;1.4501175;-0.100283824;-0.30909148;;;;;156.7
317.0;215.2;;;;;;;;;;;;;;;;;12.424848;64.34828;-118.38512;;166.4
317.0;215.2;;;;;;;;;;;;;;1.4827113;-0.09454634;-0.37104404;;;;;166.4
317.0;215.2;;;;;;;;;;;;;;;;;21.370586;67.22846;-119.952995;;166.4
317.0;215.2;;;;;;;;;;;;;;1.5116428;-0.06970428;-0.39155248;;;;;166.4
317.0;274.5;;;;;;;;;;;;;;;;;30.533768;69.15112;-121.738335;;176.1
317.0;274.5;;;;;;;;;;;;;;1.5075533;-0.032593768;-0.42262033;;;;;176.1
